Question_ID,Question,Reference_Ans,Answer
4838,"Doctor, I've been experiencing lower body pain and my foot/toe feels stiff or tight. Any idea what it might be?","Based on what you're telling me, it sounds like you might have scoliosis. Scoliosis can cause lower body pain and stiffness in the extremities due to the spine's abnormal curvature.","\nBased on the symptoms described, the patient may have Flat feet, which is a condition where the arch of the foot collapses, causing the entire sole of the foot to come into complete or near-complete contact with the ground. To confirm the diagnosis, the patient should undergo Physical therapy exercises, which is an examination for Flat feet. If the physical therapy exercises indicates Flat feet, the patient may also have Chronic pain disorder. Recommended medications for Chronic pain disorder include pain relievers.\n\n"
3457,"Doctor, I am experiencing an eyelid lesion or rash, diminished vision, and leg weakness. What could this be?","Based on your symptoms, it is possible that you have Blepharospasm. This is a neurological condition that causes abnormal contractions or twitching of the eyelid muscles. It can also lead to diminished vision and muscle weakness in other parts of the body.","**\n\nBased on the provided information, the patient's symptoms could potentially indicate a few different conditions, or even a combination thereof. Given the eyelid lesion/rash and diminished vision, a **Corneal disorder** or **Chalazion** should be considered. The leg weakness suggests **Turner Syndrome**.\n\nTo confirm the diagnosis, here's what I'd recommend:\n\n*   **Comprehensive Eye Exam:** This is crucial to evaluate the diminished vision and eyelid lesion/rash. The evidence points towards \""Ophthalmologic and otologic diagnosis and treatment\"" for checking eye diseases.\n*   **Specific Tests for Corneal Disorder:** Depending on what the eye exam reveals, specific tests for corneal disorders might include corneal topography, pachymetry (measuring corneal thickness), and possibly corneal staining to look for abrasions or ulcers.\n*   **Tests for Chalazion:** Usually a physical examination is sufficient, but sometimes a biopsy may be performed to rule out other conditions.\n*   **Genetic Testing for Turner Syndrome:** Due to the leg weakness, genetic testing (karyotype) would be needed to determine if the patient has Turner Syndrome, especially if other features are present.\n*   **Neurological Exam:** The leg weakness warrants a thorough neurological examination to rule out other causes.\n\nMedications and treatments would depend heavily on the confirmed diagnosis:\n\n*   **Corneal Disorder:** Treatment ranges from lubricating eye drops for mild cases to prescription eye drops (antibiotics, antivirals, steroids), special contact lenses, or even surgery (corneal transplant) for severe cases.\n*   **Chalazion:** Warm compresses are the first line of treatment. If that doesn't work, steroid injections or surgical drainage may be necessary.\n*   **Turner Syndrome:** There is no cure for Turner Syndrome, but treatments can address the symptoms, such as growth hormone therapy for short stature, and hormone replacement therapy (estrogen and progesterone) for delayed puberty. Physical therapy can also help with leg weakness.\n\n**"
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?","Based on your symptoms, it sounds like you might be suffering from omphalitis. To confirm the diagnosis, we will need to perform a complete physical skin exam, as well as culture the wound. In addition, we may need to perform an excision of the skin lesion if it is necessary. We may also need to conduct a rectal examination and wound care management, or other non-OR therapeutic procedures on the skin and breast if required.","**\n\nBased on the provided information and symptoms (pain, swelling around the bellybutton, redness, and discharge), it is difficult to pinpoint a single diagnosis. The knowledge graph suggests a possible connection through several symptoms ultimately linking to 'Vaginitis' and 'Liver Cancer', but this connection is weak and based on a chain of possibilities.  Given the bellybutton area being the primary location of symptoms, a more direct consideration would be an **umbilical infection (omphalitis)**, an **umbilical hernia**, or possibly even a skin infection like **cellulitis** in that region.\n\nTo confirm the diagnosis, the following tests are recommended:\n\n*   **Physical Examination:** A thorough examination of the bellybutton area by a doctor to assess the extent of redness, swelling, discharge, and any signs of underlying hernia.\n*   **Wound Culture (if discharge is present):** To identify any bacterial or fungal infection.\n*   **Complete Blood Count (CBC):** To check for elevated white blood cell count, which could indicate an infection.\n*   **Imaging Studies (Ultrasound or CT Scan):** If an umbilical hernia or other underlying structural problem is suspected.\n*   **Liver function tests (LFTs) and Liver Imaging:** If Liver cancer is suspected based on the symptoms and risk factors\n\nRegarding medications:\n\n*   **Antibiotics (oral or topical):** If a bacterial infection is confirmed by the wound culture. Common antibiotics include mupirocin ointment (topical) or cephalexin (oral).\n*   **Antifungal cream:** If a fungal infection is confirmed.\n*   **Pain relievers (such as ibuprofen or acetaminophen):** To manage pain and reduce inflammation.\n*   **Surgical Repair:** If an umbilical hernia is diagnosed and causing significant symptoms.\n\n**Important Note:** This is a preliminary assessment. The patient needs to be seen by a healthcare professional for proper evaluation and management.\n\n**"
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?","It seems like you require wound care management, complete physical skin exam performed (ML), suturing of wound, traction; splints; and other wound care, excision (removal), debridement of wound; infection or burn and culture wound.","\n\nBased on the presence of an open wound from a surgical incision, the patient may have Cellulitis or abscess of the mouth or Injury to the abdomen. To confirm the diagnosis, the patient should undergo a Complete physical skin exam performed (ML), Incision and drainage (I d) or Hematologic tests (Blood test). There is no medication suggested.\n\n"
768,"Doctor, I have been experiencing difficulty in passing urine lately. It feels like something is blocking my bladder. What should I do?","Based on your symptoms, we need to perform a series of medical tests to determine the cause of your bladder obstruction. We'll start with a urinalysis, rectal examination, and a prostate specific antigen measurement (Prostate specific antigen test). These tests will help us evaluate your condition. We may also need to perform an ultrasonography (Ultrasound) and other diagnostic procedures such as an interview or consultation. If necessary, we may have to insert a catheter into your urinary bladder or perform an excision (removal) to treat your condition.","\n\nBased on the symptom of difficulty in passing urine, the patient may have Pelvic Organ Prolapse. To confirm the diagnosis, the patient should undergo a physical examination, including a pelvic exam, and possibly imaging tests like an ultrasound or MRI to assess the extent of the prolapse. Depending on the severity, treatment options range from lifestyle modifications and pelvic floor exercises to a pessary or surgery. Medications aren't typically used to \""cure\"" the prolapse itself, but may be used to manage related symptoms like urinary incontinence (if present) with medications like anticholinergics or topical estrogen.\n\n"
1792,"Hi doctor, I've been feeling hot and cold lately along with some elbow cramps or spasms. I also feel like vomiting sometimes and have had seizures in the past. What could be the reason for these symptoms? ","Based on your symptoms, it seems like you could be suffering from cysticercosis, which is a parasitic infection caused by tapeworm eggs. It can affect different parts of the body and cause a range of symptoms, such as seizures, cramps, and vomiting. We'll need to run some tests to confirm the diagnosis and start treatment right away.","**\n\nBased on the provided symptoms and medical knowledge, the patient may have Cysticercosis or Emphysema.\n\n*   **Cysticercosis:** The patient's experience of feeling hot and cold, elbow cramps or spasms, and seizures aligns with the symptoms associated with Cysticercosis in the path evidence.\n*   **Emphysema:** The patient's experience of elbow cramps or spasms, and feeling like vomiting aligns with the symptoms associated with Emphysema in the path evidence.\n\nTo confirm the diagnosis:\n\n*   **Cysticercosis:** The patient should undergo an MRI or CT scan of the brain and muscles to look for cysts. Blood tests can also be done to check for antibodies to the parasite.\n*   **Emphysema:** The patient should undergo a pulmonary function test (PFT) to assess lung function. A chest X-ray or CT scan can also help visualize the lungs and identify any damage.\n\nRecommended medications:\n\n*   **Cysticercosis:** Treatment typically involves antiparasitic drugs such as praziquantel or albendazole to kill the cysts. Corticosteroids may also be prescribed to reduce inflammation. Anti-seizure medications may be necessary to control seizures.\n*   **Emphysema:** Treatment typically involves bronchodilators to open the airways and make breathing easier. Inhaled corticosteroids can reduce inflammation. Pulmonary rehabilitation can help improve lung function and quality of life. In severe cases, oxygen therapy or surgery may be necessary.\n\n**"
1906,"Doctor, I have been vomiting, my throat feels tight and I am experiencing incontinence of stool.",It seems like you may have a foreign body in your gastrointestinal tract.,"**\n\nBased on the symptoms described, the patient may have a foreign body in the gastrointestinal tract.\n\nTo confirm the diagnosis, the patient should undergo:\n\n*   **Imaging tests:** An X-ray, CT scan, or endoscopy can help visualize the gastrointestinal tract and identify any foreign objects.\n\nRecommended medications and treatment options may include:\n\n*   **Endoscopic removal:** If a foreign body is identified, it may be removed endoscopically.\n*   **Laxatives:** To help pass the foreign body.\n*   **Surgery:** In rare cases, surgery may be necessary to remove the foreign body.\n\n**"
4140,"Doctor, I am experiencing eye redness, a swollen eye, a headache, spots or clouds in vision, and pain in my eye. What could be causing these symptoms?","Based on your symptoms, it is possible that you have iridocyclitis. This is an inflammation of the iris and ciliary body inside the eye. I'll need to examine you further to confirm the diagnosis.","**\n\nBased on the symptoms described (eye redness, swollen eye, headache, spots or clouds in vision, and eye pain), the patient may have **Glaucoma**. It is also possible that the patient may have Corneal disorder or Pituitary adenoma.\n\nTo confirm the diagnosis of glaucoma, the patient should undergo the following tests:\n\n1.  **Tonometry:** Measures the pressure inside the eye (intraocular pressure).\n2.  **Ophthalmoscopy:** Examines the optic nerve for damage.\n3.  **Perimetry (Visual Field Test):** Assesses the patient's peripheral vision.\n4.  **Gonioscopy:** Examines the drainage angle of the eye.\n5.  **Optical Coherence Tomography (OCT):** Imaging test to assess the optic nerve and retinal nerve fiber layer.\n\nRecommended medications for glaucoma typically aim to lower intraocular pressure and may include:\n\n1.  **Prostaglandin analogs** (e.g., Latanoprost, Bimatoprost, Travoprost)\n2.  **Beta-blockers** (e.g., Timolol)\n3.  **Alpha-adrenergic agonists** (e.g., Brimonidine)\n4.  **Carbonic anhydrase inhibitors** (e.g., Dorzolamide, Brinzolamide)\n5.  In some cases, **surgery** or **laser treatments** may be necessary to lower eye pressure.\n\n**"
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?","Based on your symptoms, it sounds like you may have seborrheic keratosis. It's a common condition where noncancerous growths appear on the skin.","**\n\nBased on the symptoms described, the patient may have Alopecia, which can present with skin rash and skin growths. To confirm the diagnosis, the patient should undergo a thorough skin examination, possibly including a biopsy of the skin growths.  While there isn't a cure for all types of Alopecia, treatments may include topical corticosteroids to reduce inflammation and promote hair growth, as well as other medications depending on the specific type of Alopecia diagnosed.\n\n**"
218,I had an accident last night and I think I might have injured one of my internal organs. ," Okay, based on your symptoms it is important that we conduct a radiographic imaging procedure, hematologic tests (Blood test), Complete blood count (Cbc), X-ray computed tomography (Scan ct), Plain x-ray (X ray), Urinalysis, and possibly intravenous fluid replacement to properly diagnose and treat your condition.","**\n\nBased on the patient's statement of a recent accident and the possibility of internal organ injury, the patient may have an internal injury to the abdomen. To confirm the diagnosis, the patient should undergo radiographic imaging procedures. There are no medication recommendations in the evidence.\n\n**"
4598,"Doctor, I've been experiencing some strange symptoms lately. I've been abusing alcohol a bit more than usual, and I've been experiencing delusions or hallucinations. I've been slurring my words, too, and I even fainted at work the other day. ","It sounds like you might be experiencing drug poisoning due to medication. It's important to let me know what medications you've been taking, as some can be dangerous when mixed with alcohol. Let's get some tests done and figure out the best course of action for you.","**\n\nBased on the symptoms described, the patient may be suffering from **Substance-related mental disorder** or **Poisoning due to ethylene glycol**, possibly with complications from a **Transient Ischemic Attack (TIA)**.\n\n*   **Tests:**\n    *   **Comprehensive Metabolic Panel (CMP):** To assess liver function, kidney function, and electrolyte balance.\n    *   **Complete Blood Count (CBC):** To rule out infection or other blood disorders.\n    *   **Blood Alcohol Level (BAL):** To determine current alcohol intoxication.\n    *   **Toxicology Screen:** To detect the presence of ethylene glycol or other toxins.\n    *   **CT Scan or MRI of the Brain:** To rule out structural abnormalities or stroke (related to TIA).\n    *   **Electrocardiogram (ECG):** To assess heart function, as fainting can be related to cardiac issues.\n    *   **Neurological Exam:** Comprehensive assessment of cognitive function, reflexes, and cranial nerves.\n\n*   **Recommended Medications/Treatment:**\n    *   **Substance-related mental disorder**: Detoxification and rehabilitation. Medications to manage withdrawal symptoms (e.g., benzodiazepines for alcohol withdrawal under medical supervision). Medications to address any underlying mental health conditions (e.g., antidepressants, antipsychotics).\n    *   **Poisoning due to ethylene glycol**: Fomepizole or ethanol to inhibit the metabolism of ethylene glycol. Hemodialysis to remove ethylene glycol and its toxic metabolites from the blood. Supportive care to manage symptoms such as metabolic acidosis and kidney damage.\n    *   **Transient Ischemic Attack (TIA)**: Antiplatelet medications (e.g., aspirin, clopidogrel) to prevent future strokes. Management of risk factors such as high blood pressure, high cholesterol, and diabetes. In some cases, surgery may be needed to remove plaque from the carotid arteries.\n\n**"
1629,"Doctor, I've been having knee pain and heartburn lately.","The knee pain may be due to an injury. Have you had any recent accidents or falls that could have affected your knee? As for your heartburn, it could be related to acid reflux or GERD.","**\n\nBased on the symptoms described, the patient may have an injury to the knee. The injury could potentially be causing referred pain or other complications leading to heartburn. To confirm the diagnosis, the patient should undergo a physical examination of the knee, possibly including imaging tests like X-rays or MRI to assess the extent of the injury. To rule out other causes of heartburn, an upper endoscopy may also be considered. Depending on the severity of the knee injury, recommended medications might include pain relievers like ibuprofen or naproxen, and potentially proton pump inhibitors like omeprazole for the heartburn. Physical therapy may also be beneficial.\n\n**"
5324,"Doctor, I have been experiencing burning chest pain, regurgitation, problems with the shape and size of my breast, and I'm also having some smoking-related problems. What could be wrong with me?","It seems that you might be suffering from Mastectomy, which is the surgical removal of one or both breasts, usually as a treatment for breast cancer.","**\n\nBased on the symptoms described, the patient may have Metabolic disorder or Pyloric stenosis. To confirm the diagnosis, the patient should undergo Ultrasonography (Ultrasound) and Hematologic tests (Blood test). There are no specific medications recommended to cure the disease in the Path Evidence.\n\n**"
4465,"Doctor, I have been experiencing some symptoms lately. I have been abusing alcohol, feeling depressed, and having temper problems. I also have some fears and phobia. ","Based on your symptoms, it seems like you may be experiencing Post-traumatic stress disorder (PTSD). Your low self-esteem could also be a result of this disorder.","**\n\nBased on the symptoms described, including alcohol abuse, depression, temper problems, fears, and phobias, the patient may have a Substance-related mental disorder or Fetal alcohol syndrome. To confirm the diagnosis, a comprehensive evaluation is recommended, including a psychological assessment, blood tests to assess liver function and detect potential toxins (like ethylene glycol from alcohol abuse), and potentially genetic testing to rule out Fetal alcohol syndrome. If poisoning due to ethylene glycol is suspected, immediate blood tests to measure ethylene glycol levels are crucial.Recommended treatments include therapy, support groups, cognitive-behavioral therapy (CBT) for substance use disorders, antidepressants or anti-anxiety medications if indicated, and complete abstinence from alcohol. If Fetal Alcohol Syndrome is suspected, management focuses on addressing specific developmental and behavioral challenges.\n\n**"
3437,"Doctor, I've been experiencing sweating along with back pain, foot or toe weakness, and dizziness. What do you think could be the problem?","Based on your symptoms, you might be experiencing vertebrobasilar insufficiency. I suggest we perform some tests to confirm the diagnosis and start a treatment plan.","**\n\nBased on the symptoms of sweating, back pain, foot or toe weakness, and dizziness, the patient may have Hyperhidrosis, Headache_after_lumbar_puncture and Osteochondrosis, but the current knowledge graph prioritize Hyperhidrosis.\n\nTo confirm this diagnosis, the patient should undergo Other_diagnostic_procedures_(interview;_evaluation;_consultation) for Hyperhidrosis and Osteochondrosis.\n\nBased on the current knowledge graph, no medications are recommended to cure Hyperhidrosis.\n\n**"
1806,"Doctor, I have been experiencing vomiting, burning abdominal pain and sharp abdominal pain, what could be the problem?","Based on your symptoms, you may be suffering from infectious gastroenteritis. It's an infection in the intestines caused by a virus or bacteria, which can lead to inflammation, diarrhea or nausea.","**\n\nBased on the symptoms and the Path Evidence provided, the patient may have Pyloric Stenosis. However, Problem during pregnancy cannot be ruled out.\n\nTo confirm the diagnosis of Pyloric Stenosis, the patient should undergo an abdominal ultrasound or upper gastrointestinal endoscopy. To confirm the diagnosis of Problem during pregnancy, the patient should undergo a urine or blood test, and ultrasound.\n\nFor Pyloric Stenosis, treatment may involve pyloromyotomy (surgical incision of the pyloric muscle). For Problem during pregnancy, treatment depends on the specific problem during pregnancy.\n\n**"
3680,"Doctor, I've been having pelvic pain and it's been bothering me a lot lately. What could be causing this?","Based on your symptoms, you may be experiencing cervicitis, which is inflammation of the cervix. I recommend further evaluation to confirm the diagnosis and discuss treatment options with you.","**\n\nBased on the symptom of pelvic pain alone, it is difficult to pinpoint a specific disease. Pelvic pain can arise from a wide range of conditions affecting the reproductive, digestive, or urinary systems.\n\nPossible diseases include:\n\n*   **Gynecological:** Pelvic Inflammatory Disease (PID), Endometriosis, Ovarian cysts, Uterine fibroids\n*   **Gastrointestinal:** Irritable Bowel Syndrome (IBS), Inflammatory Bowel Disease (IBD)\n*   **Urinary:** Urinary Tract Infection (UTI), Interstitial Cystitis\n*   **Musculoskeletal:** Pelvic floor dysfunction\n\nTo confirm the diagnosis, the patient should undergo the following tests:\n\n*   **Physical exam:** Including a pelvic exam for women.\n*   **Urine test:** To rule out UTI.\n*   **Blood tests:** To check for infection, inflammation, or other abnormalities.\n*   **Ultrasound:** To visualize the pelvic organs (uterus, ovaries)\n*   **Further imaging (CT scan or MRI):** If the ultrasound is inconclusive or if other conditions are suspected.\n*   **Laparoscopy:** In some cases, a minimally invasive surgical procedure may be needed to visualize the pelvic organs directly and obtain biopsies.\n\nRecommended medications depend entirely on the underlying cause of the pelvic pain. Some examples include:\n\n*   **Antibiotics:** For infections like PID or UTI\n*   **Pain relievers:** NSAIDs (like ibuprofen or naproxen) or acetaminophen for pain management\n*   **Hormonal therapy:** For endometriosis or uterine fibroids\n*   **Muscle relaxants:** For pelvic floor dysfunction\n*   **Medications for IBS or IBD:** if these conditions are suspected\n\n**"
4828,"Doctor, I have been experiencing cough, elbow cramps, excessive growth, low back weakness, and decreased appetite. What could this be?","You might have Histoplasmosis. It's a fungal infection caused by inhaling spores of a fungus called Histoplasma capsulatum, which is found in soil and bird droppings. It can cause respiratory problems, joint pain, malaise, and weight loss.","**\n\nBased on the symptoms described, the patient might have either Emphysema or Cysticercosis.\n\n*   **Emphysema:** The patient's cough and elbow cramps align with symptoms of Emphysema. Excessive growth is less directly linked but appears in the provided paths.\n*   **Cysticercosis:** Elbow cramps and low back weakness are symptoms of Cysticercosis.\n\nTo confirm either diagnosis, the following tests could be considered:\n\n*   **For Emphysema:** Pulmonary function tests (spirometry), chest X-ray or CT scan.\n*   **For Cysticercosis:** MRI or CT scan of the brain and muscles, blood tests for antibodies to the parasite.\n\nRecommended medications would depend on the confirmed diagnosis:\n\n*   **For Emphysema:** Bronchodilators (e.g., albuterol), inhaled corticosteroids, and potentially antibiotics for secondary infections. Pulmonary rehabilitation is also crucial.\n*   **For Cysticercosis:** Anti-parasitic medications such as praziquantel or albendazole, along with corticosteroids to manage inflammation. Anti-epileptic drugs may be needed to control seizures if they occur.\n\n**"
