Question_ID,Question,Reference_Ans,Answer
4838,"Doctor, I've been experiencing lower body pain and my foot/toe feels stiff or tight. Any idea what it might be?","Based on what you're telling me, it sounds like you might have scoliosis. Scoliosis can cause lower body pain and stiffness in the extremities due to the spine's abnormal curvature.","**\n\nBased on the symptoms of lower body pain and foot/toe stiffness or tightness, the patient may have flat feet, spondylitis, or injury to the hip.\n\nTo confirm the diagnosis, the patient should undergo the following tests:\n\n*   Physical therapy exercises\n*   Other non-OR therapeutic procedures on the musculoskeletal system\n*   Plain X-ray\n\nRecommended medications that may help are:\n\n*   Tizanidine\n*   Orphenadrine (Flexon)\n\n**"
3457,"Doctor, I am experiencing an eyelid lesion or rash, diminished vision, and leg weakness. What could this be?","Based on your symptoms, it is possible that you have Blepharospasm. This is a neurological condition that causes abnormal contractions or twitching of the eyelid muscles. It can also lead to diminished vision and muscle weakness in other parts of the body.","**\n\nBased on the symptoms described (eyelid lesion or rash, diminished vision, and leg weakness) and the provided knowledge graph, the patient *might* have Turner syndrome. However, the connections are quite indirect and require significant extrapolation. The more likely scenario would involve independent conditions related to each symptom, due to the vague relationship in the provided knowledge graph.\n\nTo confirm the *possibility* of Turner Syndrome (given the limitations of the knowledge graph), the patient should undergo:\n\n*   **Other diagnostic procedures (interview, evaluation, consultation)** as indicated in the path.\n*   **Ophthalmologic and otologic diagnosis and treatment**: to check diminished vision and eyelid lesion or rash.\n*   **Genetic testing:** Karyotyping to confirm the presence of a missing or altered X chromosome, which is the definitive test for Turner Syndrome.\n\nGiven the indirect nature of the connection in the knowledge graph, recommending medications to *cure* Turner Syndrome based solely on this information is not possible. Turner Syndrome is a genetic condition that cannot be cured, but its symptoms can be managed. Consultation with a geneticist and endocrinologist would be essential to determine the appropriate course of treatment.\n\n**"
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?","Based on your symptoms, it sounds like you might be suffering from omphalitis. To confirm the diagnosis, we will need to perform a complete physical skin exam, as well as culture the wound. In addition, we may need to perform an excision of the skin lesion if it is necessary. We may also need to conduct a rectal examination and wound care management, or other non-OR therapeutic procedures on the skin and breast if required.","**\n\nBased on the symptoms of pain and swelling around the bellybutton, redness, and discharge, a few possibilities come to mind. Given the knowledge graph, I would consider the possibility of an infection or inflammation of the umbilicus (bellybutton). However, the knowledge graph also links these symptoms (though somewhat indirectly) to Vaginitis and Vaginal Yeast Infection.\n\nTo confirm the diagnosis, the patient should undergo:\n\n1.  **Physical Examination:** A thorough examination of the affected area to assess the extent of the inflammation, redness, and discharge.\n2.  **Culture of the Discharge:** To identify any bacterial or fungal infection.\n3.  **Complete Blood Count (CBC):** To check for signs of infection.\n\nRegarding medication, if a bacterial infection is confirmed, antibiotics would be prescribed. If a fungal infection is present, antifungal medications would be recommended. Based on the knowledge graph, Nystatin Topical Product is suggested for Vaginal Yeast Infection, but this might not be directly applicable depending on the confirmed diagnosis of the bellybutton issue.\n\n**"
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?","It seems like you require wound care management, complete physical skin exam performed (ML), suturing of wound, traction; splints; and other wound care, excision (removal), debridement of wound; infection or burn and culture wound.","**\n\nBased on the information, the patient may have Cellulitis or abscess of the mouth. To confirm the diagnosis, the patient should undergo a complete physical skin exam performed and possibly Incision and drainage. No medication recommended to cure the disease in this version.\n\n**"
768,"Doctor, I have been experiencing difficulty in passing urine lately. It feels like something is blocking my bladder. What should I do?","Based on your symptoms, we need to perform a series of medical tests to determine the cause of your bladder obstruction. We'll start with a urinalysis, rectal examination, and a prostate specific antigen measurement (Prostate specific antigen test). These tests will help us evaluate your condition. We may also need to perform an ultrasonography (Ultrasound) and other diagnostic procedures such as an interview or consultation. If necessary, we may have to insert a catheter into your urinary bladder or perform an excision (removal) to treat your condition.","**\n\nBased on the symptom of \""difficulty in passing urine\"" and the feeling of a \""blockage in the bladder,\"" the patient *may* be experiencing **Pelvic Organ Prolapse**. To confirm this diagnosis, the patient should undergo a physical examination, including a pelvic exam to assess the position of the pelvic organs. Further tests might include a bladder function test (urodynamics) and imaging studies like an ultrasound or MRI.\n\nRecommended medications depend on the severity and type of prolapse, but may include:\n\n*   **Pessaries:** These are devices inserted into the vagina to support the pelvic organs.\n*   **Estrogen therapy:** If the prolapse is related to menopause, estrogen therapy can help strengthen pelvic muscles.\n*   **Surgery:** In severe cases, surgery may be necessary to repair the prolapse.\n*   **Alpha-blockers:** To relax the muscles in the bladder neck and prostate to help facilitate urination.\n*   **Catheterization:** In the short term, intermittent self-catheterization may be necessary to empty the bladder completely.\n\n**"
1792,"Hi doctor, I've been feeling hot and cold lately along with some elbow cramps or spasms. I also feel like vomiting sometimes and have had seizures in the past. What could be the reason for these symptoms? ","Based on your symptoms, it seems like you could be suffering from cysticercosis, which is a parasitic infection caused by tapeworm eggs. It can affect different parts of the body and cause a range of symptoms, such as seizures, cramps, and vomiting. We'll need to run some tests to confirm the diagnosis and start treatment right away.","\n\nBased on the provided symptom information, the patient may have Von Hippel-Lindau (VHL) disease or Cysticercosis.\n\nTo confirm the diagnosis:\n\n*   **For VHL:** Genetic testing for the VHL gene is crucial. An MRI of the brain and spinal cord to look for hemangioblastomas is also recommended. Further, abdominal imaging (CT or MRI) to assess for kidney cancer or pancreatic neuroendocrine tumors should be done. Eye exams to check for retinal angiomas are also important.\n*   **For Cysticercosis:** An MRI or CT scan of the brain and/or other affected areas (muscles, eyes) is needed to visualize the cysts. Blood tests to look for antibodies against the parasite *Taenia solium* can support the diagnosis, but a negative result doesn't rule it out.\n\nRecommended medications and treatments:\n\n*   **For VHL:** There is no cure for VHL, so treatment focuses on managing the tumors that arise. This often involves surgery, radiation therapy, or targeted therapies like tyrosine kinase inhibitors (e.g., sunitinib) for kidney cancer. Management is multidisciplinary and depends on the specific manifestations.\n*   **For Cysticercosis:** Treatment depends on the location, number, and stage of the cysts. Albendazole or praziquantel are antiparasitic medications used to kill the cysts. Corticosteroids (e.g., prednisone) are often given concurrently to reduce inflammation caused by the dying cysts, especially in the brain. Antiepileptic drugs are used to control seizures. In some cases, surgery may be necessary to remove cysts, particularly in the eyes or if they are causing significant mass effect.\n\n"
1906,"Doctor, I have been vomiting, my throat feels tight and I am experiencing incontinence of stool.",It seems like you may have a foreign body in your gastrointestinal tract.,"**\n\nBased on the symptoms described (vomiting, tight throat, and incontinence of stool), the patient may have a **Foreign body in the gastrointestinal tract**.\n\nTo confirm the diagnosis, the following tests are recommended:\n\n*   **Physical examination:** A thorough physical exam, focusing on the abdomen and throat.\n*   **Imaging studies:** X-rays, CT scans, or endoscopy to visualize the gastrointestinal tract and identify any foreign object.\n*   **Stool sample:** To check for any abnormalities.\n\nRecommended medications and treatment:\n\n*   **If a foreign body is identified and is causing an obstruction:** Endoscopic removal or surgical removal may be necessary.\n*   **Medications to manage symptoms:**\n    *   Anti-emetics to reduce vomiting\n    *   Laxatives or stool softeners, or enemas to relieve stool impaction if present.\n\n**"
4140,"Doctor, I am experiencing eye redness, a swollen eye, a headache, spots or clouds in vision, and pain in my eye. What could be causing these symptoms?","Based on your symptoms, it is possible that you have iridocyclitis. This is an inflammation of the iris and ciliary body inside the eye. I'll need to examine you further to confirm the diagnosis.","**\n\nBased on the symptoms of eye redness, swollen eye, headache, spots or clouds in vision, and pain in the eye, the patient may have **Glaucoma**.\n\nTo confirm the diagnosis, the patient should undergo an **Ophthalmologic and otologic diagnosis and treatment**. This would involve a comprehensive eye exam to measure intraocular pressure, assess the optic nerve, and test the visual field.\n\nDepending on the type and severity of glaucoma, medications such as **eye drops to lower intraocular pressure** (e.g., prostaglandin analogs, beta-blockers, alpha-adrenergic agonists, carbonic anhydrase inhibitors) may be prescribed. In some cases, **laser therapy or surgery** may be necessary to manage the condition.\n\n**"
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?","Based on your symptoms, it sounds like you may have seborrheic keratosis. It's a common condition where noncancerous growths appear on the skin.","**\n\nBased on the symptoms described (skin rash and skin growths), the patient may have Alopecia. To confirm the diagnosis, a doctor should perform a physical examination of the scalp and skin. In some cases, a skin biopsy may be necessary. Recommended medications or treatments for Alopecia vary widely based on the type and severity, and can include topical minoxidil, corticosteroids (topical or injected), or other immunomodulatory drugs.\n\n**"
218,I had an accident last night and I think I might have injured one of my internal organs. ," Okay, based on your symptoms it is important that we conduct a radiographic imaging procedure, hematologic tests (Blood test), Complete blood count (Cbc), X-ray computed tomography (Scan ct), Plain x-ray (X ray), Urinalysis, and possibly intravenous fluid replacement to properly diagnose and treat your condition.","**\n\nBased on the information provided, the patient may have an internal abdominal injury. To confirm the diagnosis, the patient should undergo radiographic imaging procedures. I cannot recommend specific medications as the nature and severity of the internal injury are unknown. Medical evaluation is urgently needed.\n\n**"
4598,"Doctor, I've been experiencing some strange symptoms lately. I've been abusing alcohol a bit more than usual, and I've been experiencing delusions or hallucinations. I've been slurring my words, too, and I even fainted at work the other day. ","It sounds like you might be experiencing drug poisoning due to medication. It's important to let me know what medications you've been taking, as some can be dangerous when mixed with alcohol. Let's get some tests done and figure out the best course of action for you.","**\n\nBased on the information provided, the patient's symptoms of alcohol abuse, delusions/hallucinations, slurred speech, and fainting could indicate several potential conditions, including Substance-related mental disorder, Subdural hemorrhage, Transient ischemic attack, Stroke, and Poisoning due to ethylene glycol.\n\nTo confirm a diagnosis, several tests may be necessary:\n\n*   **Electrocardiogram (ECG):** To assess heart function, especially relevant in cases of fainting and potential poisoning.\n*   **Hematologic tests (Blood test):** Including a complete blood count (CBC) to check for abnormalities in blood cells and overall health, important for ruling out poisoning and other systemic issues.\n*   Additional tests based on further evaluation may include imaging studies (CT or MRI) to rule out stroke or subdural hemorrhage, and toxicology screening to assess for poisoning.\n\nRegarding medications, treatment would be highly dependent on the confirmed diagnosis:\n\n*   **Substance-related mental disorder:** Treatment would focus on managing alcohol abuse and associated mental health symptoms, potentially involving therapy, support groups, and medications to manage withdrawal or psychiatric symptoms.\n*   **Subdural hemorrhage, Transient ischemic attack, or Stroke:** These conditions require immediate medical intervention, potentially including medications to prevent blood clots, surgery to relieve pressure on the brain, and rehabilitation therapy.\n*   **Poisoning due to ethylene glycol:** This is a medical emergency requiring immediate treatment to remove the toxin from the body and supportive care to manage organ damage.\n\n**"
1629,"Doctor, I've been having knee pain and heartburn lately.","The knee pain may be due to an injury. Have you had any recent accidents or falls that could have affected your knee? As for your heartburn, it could be related to acid reflux or GERD.","**\n\nBased on the symptoms described and the provided knowledge, the patient may have an injury to the knee that is causing heartburn. To confirm the diagnosis, the patient should undergo a physical examination of the knee, possibly including X-rays or MRI to assess the extent of the injury. Further tests like endoscopy may be needed to examine the esophagus for heartburn. Recommended medications include pain relievers for the knee pain, such as ibuprofen or naproxen, and antacids or proton pump inhibitors (PPIs) for the heartburn. Physical therapy may also be beneficial for the knee injury.\n\n**"
5324,"Doctor, I have been experiencing burning chest pain, regurgitation, problems with the shape and size of my breast, and I'm also having some smoking-related problems. What could be wrong with me?","It seems that you might be suffering from Mastectomy, which is the surgical removal of one or both breasts, usually as a treatment for breast cancer.","**\n\nBased on the combination of burning chest pain, regurgitation, problems with breast shape/size, and smoking-related problems, the patient may have a **Metabolic disorder**, potentially linked with underlying conditions like Coronary atherosclerosis, Cirrhosis, or Nonalcoholic fatty liver disease (NASH).\n\nTo confirm the diagnosis, the patient should undergo the following tests:\n\n*   **Hematologic tests (Blood test):** To assess liver function and other metabolic markers.\n*   **Glucose measurement (Glucose level):** To check for insulin resistance or diabetes.\n*   **Hemoglobin A1c measurement (Hemoglobin A1c test):** For longer-term blood sugar control assessment.\n*   **Lipid panel:** To evaluate cholesterol and triglyceride levels.\n\nSince a metabolic disorder is a broad category, treatment focuses on managing the specific underlying issues and symptoms. Lifestyle modifications such as diet and exercise are crucial. Depending on the specific metabolic abnormalities, medications might include:\n\n*   **Statins:** To manage high cholesterol (if present)\n*   **Medications for diabetes:** If insulin resistance or diabetes is diagnosed (e.g., Metformin)\n*   **Medications for liver disease:** If cirrhosis or NASH is a factor.\n*   **Smoking cessation aids:** Given the patient's smoking-related problems.\n\n**"
4465,"Doctor, I have been experiencing some symptoms lately. I have been abusing alcohol, feeling depressed, and having temper problems. I also have some fears and phobia. ","Based on your symptoms, it seems like you may be experiencing Post-traumatic stress disorder (PTSD). Your low self-esteem could also be a result of this disorder.","**\n\nBased on the symptoms described, the patient may have a Substance-related mental disorder and Panic disorder, which are related to alcohol abuse. To confirm the diagnosis, the patient should undergo an electrocardiogram. Recommended medications include Lorazepam.\n\n**"
3437,"Doctor, I've been experiencing sweating along with back pain, foot or toe weakness, and dizziness. What do you think could be the problem?","Based on your symptoms, you might be experiencing vertebrobasilar insufficiency. I suggest we perform some tests to confirm the diagnosis and start a treatment plan.","**\n\nBased on the symptoms of sweating, back pain, foot or toe weakness, and dizziness, a few possibilities arise, but considering the connections in the provided knowledge graph, Normal Pressure Hydrocephalus (NPH) and Sick Sinus Syndrome appear as potential conditions.\n\nTo confirm a diagnosis, the patient should undergo:\n\n*   A thorough neurological examination.\n*   Imaging tests such as MRI or CT scan of the brain to assess for hydrocephalus.\n*   For Sick Sinus Syndrome, an ECG and possibly a Holter monitor to evaluate heart rhythm.\n*   Other diagnostic procedures, including interviews, evaluations, and consultations.\n\nRecommended medications and treatments will depend on the confirmed diagnosis:\n\n*   **For Normal Pressure Hydrocephalus (NPH):** Treatment often involves the surgical placement of a shunt to drain excess cerebrospinal fluid. Medications typically aren't the primary treatment.\n*   **For Sick Sinus Syndrome:** Treatment may involve a pacemaker to regulate heart rhythm. Medications may include antiarrhythmics or blood thinners depending on the specific presentation and associated conditions.\n\n**"
1806,"Doctor, I have been experiencing vomiting, burning abdominal pain and sharp abdominal pain, what could be the problem?","Based on your symptoms, you may be suffering from infectious gastroenteritis. It's an infection in the intestines caused by a virus or bacteria, which can lead to inflammation, diarrhea or nausea.","**\n\nBased on the symptoms of vomiting and sharp abdominal pain, the patient may be suffering from Poisoning due to ethylene glycol. Burning abdominal pain and sharp abdominal pain can also indicate Pyloric Stenosis, Ischemia of the bowel, or Injury to the abdomen.\n\nTo confirm the diagnosis, the patient should undergo a comprehensive blood test, including a complete blood count (CBC), electrolytes, kidney function tests, and liver function tests. Imaging studies, such as an abdominal X-ray or CT scan, may be necessary to evaluate the extent of the damage and rule out other possible causes of abdominal pain.\n\nTreatment typically involves supportive care, including intravenous fluids to maintain hydration and electrolyte balance. Depending on the severity of the poisoning, hemodialysis may be necessary to remove the ethylene glycol from the bloodstream. Medications like fomepizole or ethanol can inhibit the metabolism of ethylene glycol into toxic metabolites. Pain management with analgesics may also be required.\n\n**"
3680,"Doctor, I've been having pelvic pain and it's been bothering me a lot lately. What could be causing this?","Based on your symptoms, you may be experiencing cervicitis, which is inflammation of the cervix. I recommend further evaluation to confirm the diagnosis and discuss treatment options with you.","\nBased on the symptom of pelvic pain, possible diseases include Vaginitis, Chronic pain disorder, Problem during pregnancy, Foreign body in the vagina, Induced abortion, Uterine fibroids, Idiopathic nonmenstrual bleeding, Ovarian torsion, Vaginal yeast infection, Pilonidal cyst, and Pelvic organ prolapse. To confirm the diagnosis, the patient should undergo a pelvic exam, and possibly ultrasound, cultures, or other imaging depending on the suspected cause. Recommended medications depend on the underlying cause, and could include antibiotics for infections, pain relievers, or hormonal treatments.\n\n"
4828,"Doctor, I have been experiencing cough, elbow cramps, excessive growth, low back weakness, and decreased appetite. What could this be?","You might have Histoplasmosis. It's a fungal infection caused by inhaling spores of a fungus called Histoplasma capsulatum, which is found in soil and bird droppings. It can cause respiratory problems, joint pain, malaise, and weight loss.","**\n\nBased on the symptoms provided, the patient may have **Cysticercosis**. To confirm the diagnosis, the patient should undergo **Hematologic tests (Blood test), Complete blood count (CBC), Radiographic imaging procedure**. There is no medication can cure the disease in the given knowledge.\n\n**"
2279,"Doctor, I have a plugged feeling in my ear and my hearing has diminished recently. Additionally, I've been biting my nails a lot and experiencing some emotional symptoms. I've also noticed some muscle swelling. What could be causing all these symptoms?","Based on your symptoms, it's possible that you have otosclerosis, which is a condition that affects the middle ear and can lead to hearing loss. The nailbiting and emotional symptoms could be related to the stress and anxiety that often accompany hearing loss. The muscle swelling is not typically associated with otosclerosis, but it may be worth further investigation to rule out any other underlying conditions.","\n Based on the symptoms described and the provided knowledge graph, the patient may have Tinnitus of unknown cause, Turner syndrome, Hypertrophic obstructive cardiomyopathy (HOCM), and Foreign body in the vagina.\n\nTo confirm the diagnosis, the patient should undergo Ultrasonography (Ultrasound) to check Hypertrophic obstructive cardiomyopathy (HOCM).\n\nThere are no medication recommendations in the knowledge graph for these conditions. Further medical consultation and testing are needed to determine appropriate treatment.\n         \n        "
54,"Doctor, I have been feeling very down and sad after giving birth to my baby. It's been a few weeks now and I just can't seem to shake it off. ","I'm sorry to hear that. Based on the symptoms you've described, I would recommend a depression screen to see if you have postpartum depression. Additionally, we may need to do a pelvis exam and a urinalysis to make sure your physical health is in good shape. It's also important to examine your breast for any lactation problems. Mental health counseling can also help you cope with the emotional challenges of postpartum depression. Furthermore, it would be best to conduct an ultrasonography to check on your physical health, and a chlamydia test to rule out the possibility of a sexually transmitted disease.","**\n\nBased on the symptom of feeling \""down and sad\"" after giving birth, and that it's been a few weeks, the patient may have postpartum depression. To confirm this diagnosis, mental health counseling and a depression screen are recommended.\n\n**"
1308,"Doctor, I broke my tooth and it's really hurting. What medication should I take?","You'll need to take a combination of medications for your pain and to prevent any infection. I'll prescribe antibiotics like Penicillin or Clindamycin to prevent any bacterial infection. You'll also need pain relief medication like Bupivacaine and Benzocaine Topical which will help you in reducing the pain. Finally, I would recommend taking the Acellular Pertussis Vaccine (Adacel) to prevent pertussis infection.","**\n\nBased on the symptom of a broken tooth and the associated pain, a likely diagnosis is a dental fracture or a related condition such as a tooth abscess. Given the information, the patient might have Cellulitis or abscess of mouth. To confirm this, a dentist should perform a thorough oral examination, potentially including X-rays to assess the extent of the damage and rule out complications like infection.\n\nWhile the provided knowledge graph links toothache to conditions requiring physical therapy exercises (which seems irrelevant to the immediate issue), the primary concern is the broken tooth itself.  Therefore, initial medication recommendations would focus on pain management and preventing infection.\n\nRecommended medications:\n\n*   **Pain relief:** Over-the-counter pain relievers like ibuprofen or acetaminophen can help manage the pain. In more severe cases, a dentist might prescribe stronger pain medication.\n*   **Antibiotics:** If there is evidence of infection (e.g., swelling, redness, pus), antibiotics may be necessary to prevent the spread of infection.\n\n**"
