Q_ID,Reference_Ans,output1,output2,output3,output4,output5,output6,output7,output8,output1_precision,output1_recall,output1_f1,output2_precision,output2_recall,output2_f1,output3_precision,output3_recall,output3_f1,output4_precision,output4_recall,output4_f1,output5_precision,output5_recall,output5_f1,output6_precision,output6_recall,output6_f1,output7_precision,output7_recall,output7_f1,output8_precision,output8_recall,output8_f1
1734,"Diabetic retinopathy. This is the most likely diagnosis because it includes all the mentioned symptoms: double vision, bleeding from the eye, abnormal movement of eyelid, and spots or clouds in vision.","Diabetic Retinopathy. The combination of double vision, bleeding from the eye, abnormal eyelid movement, and spots/clouds in vision are all classic symptoms of diabetic retinopathy, a condition where the blood vessels in the retina are damaged and can leak fluid, causing vision loss.\n\n","Diabetic Retinopathy. The combination of double vision, bleeding from the eye, abnormal movement of the eyelid, and spots/clouds in vision strongly suggests a complication of diabetic retinopathy. Diabetic retinopathy is a leading cause of vision loss in people with diabetes.\n\n","Diabetic Retinopathy. The combination of double vision, bleeding from the eye, abnormal eyelid movement, and spots/clouds in vision are all classic symptoms of diabetic retinopathy, a condition where the blood vessels in the retina are damaged and can leak.\n\n","Diabetic Retinopathy. The combination of double vision, bleeding from the eye, abnormal movement of the eyelid, and spots/clouds in vision strongly suggests a complication of diabetic retinopathy. Diabetic retinopathy is a leading cause of vision loss in people with diabetes.\n\n","Diabetic Retinopathy. The combination of double vision, bleeding from the eye, abnormal eyelid movement, and spots/clouds in vision are all classic symptoms of diabetic retinopathy, a condition where the blood vessels in the retina are damaged and can leak.\n\n","Diabetic Retinopathy. The combination of double vision, bleeding from the eye, abnormal movement of the eyelid, and spots/clouds in vision strongly suggests a condition affecting the retina and optic nerve. Diabetic Retinopathy is a leading cause of vision loss and can lead to complications like bleeding.\n\n","The patient is experiencing symptoms suggestive of a possible neurological issue, potentially involving visual disturbances and movement abnormalities.\n","\n\n**Migraine with Visual Disturbances**\n\nWhile many conditions can present with these symptoms, the combination of double vision, bleeding, eyelid movement, and abnormal movement strongly suggests a migraine with visual aura. Migraines are neurological disorders characterized by intense headaches, often accompanied by visual disturbances, and can sometimes involve eyelid movement and other neurological symptoms. The abnormal eyelid movement could be related to the neurological pathways involved in eye movement.\n\n",0.8592681288719177,0.8975891470909119,0.8780106902122498,0.8656481504440308,0.8895899653434753,0.8774558305740356,0.8638168573379517,0.8981326818466187,0.8806406259536743,0.8656481504440308,0.8895899653434753,0.8774558305740356,0.8638168573379517,0.8981326818466187,0.8806406259536743,0.8564698696136475,0.8931561708450317,0.874428391456604,0.7949866056442261,0.7695862054824829,0.7820802330970764,0.767729640007019,0.8077664375305176,0.7872393131256104
1736,"Diabetic retinopathy. This is the most likely disease because it includes all three symptoms mentioned by the patient: bleeding from the eye, spots or clouds in vision, and eye redness.","\nBased on the symptoms, the patient likely has **Diabetic Retinopathy**. This condition involves damage to the blood vessels in the retina, which can lead to vision loss.\n\n","Diabetic Retinopathy – The patient’s symptoms of bleeding from the eye, spots or clouds in vision, and red eye, combined with a history of possible diabetic retinopathy, strongly suggest this condition. Diabetic retinopathy is a complication of diabetes that can damage the blood vessels in the retina, leading to vision loss.\n\n","Glaucoma is the most likely disease given the patient’s symptoms – bleeding from the eye, spots or clouds in vision, and red eye. Glaucoma is a condition where the optic nerve is damaged, leading to vision loss.\n\n","Diabetic Retinopathy – The combination of bleeding from the eye, spots/clouds in vision, and redness strongly suggests diabetic retinopathy, a condition where the blood vessels in the retina are damaged. This can lead to vision loss if left untreated.\n\n","Diabetic Retinopathy – The combination of bleeding from the eye, spots/clouds in vision, and redness strongly suggests a possible complication of diabetic retinopathy. Diabetic retinopathy is a condition where the blood vessels in the retina are damaged, leading to vision loss.\n\n","Diabetic Retinopathy – The combination of bleeding from the eye, spots/clouds in vision, and redness strongly suggests a possible complication of diabetic retinopathy. Diabetic retinopathy is a condition where the blood vessels in the retina are damaged, leading to vision loss.\n\n","Bleeding from eye, spots or clouds in vision, and red eye, potentially indicating diabetic retinopathy.\n","\n\n*   **Retinal Vein Thrombosis:** This is the most likely diagnosis given the combination of bleeding, spots/clouds in vision, and redness. Retinal vein thrombosis is a serious condition where a blood clot forms in a vein within the retina. It’s a common cause of vision loss, and can be rapidly progressive.\n\n",0.8128303289413452,0.8316828608512878,0.8221485614776611,0.8418244123458862,0.8760817050933838,0.858611524105072,0.8385564088821411,0.8741157650947571,0.8559669256210327,0.8403511047363281,0.859355092048645,0.849746823310852,0.8479775190353394,0.857559859752655,0.8527418375015259,0.8479775190353394,0.857559859752655,0.8527418375015259,0.8886185884475708,0.8321112394332886,0.859437108039856,0.7837427854537964,0.8470641374588013,0.8141741156578064
1742,"Pyelonephritis. This is the most likely disease because it includes chills, lower abdominal pain, vomiting, and sharp abdominal pain as symptoms. While other conditions share some symptoms, pyelonephritis is the best match for the combination presented, especially with the addition of retention of urine (although not explicitly listed, urinary issues are common in this condition).","Pinworm infection. The symptoms – chills, abdominal pain, vomiting, retention of urine, and sharp abdominal pain – are highly suggestive of Pinworm infection. The symptoms are consistent with the typical presentation of Pinworm infection.\n\n","\nCholecystitis (inflammation of the gallbladder) – Chills, abdominal pain, vomiting, retention of urine, and sharp abdominal pain are all classic symptoms of this condition. The sharp abdominal pain is particularly concerning.\n\n","Cholecystitis (inflammation of the gallbladder) – The patient's symptoms of chills, lower abdominal pain, vomiting, retention of urine, and sharp abdominal pain are highly suggestive of cholecystitis, a condition where the gallbladder becomes inflamed. The symptoms align with the classic presentation of this condition.\n\n","Choledocholithiasis (gallstones in the common bile duct) – The patient’s symptoms of chills, lower abdominal pain, vomiting, retention of urine, and sharp abdominal pain are highly suggestive of this condition.  Cholecolithiasis can cause severe pain, often radiating to the back, and can lead to bile duct obstruction, resulting in vomiting and potentially significant complications.\n\n","Pinworm infection. The combination of chills, abdominal pain, vomiting, retention of urine, and sharp abdominal pain strongly suggests a possible Pinworm infection. The symptoms are consistent with the parasite's presence and its potential to cause inflammation and discomfort.\n\n","Pinworm infection. The combination of chills, abdominal pain, vomiting, retention of urine, and sharp abdominal pain strongly suggests a possible Pinworm infection. The symptoms are consistent with the parasite's presence and its potential to cause inflammation and discomfort.\n\n","The patient is experiencing possible symptoms of Ischemia of the bowel, potentially due to Pinworm infection.\n","\n\nBased on the symptoms – chills, lower abdominal pain, vomiting, retention of urine, and sharp abdominal pain – the most likely diagnosis is **Urinary Tract Infection (UTI) with possible complications like appendicitis or kidney involvement.**  The combination of these symptoms points towards a potential infection affecting the urinary system, bladder, and potentially the abdominal cavity.  The retention of urine is a significant finding, as it can indicate a blockage or inflammation within the urinary tract.  The sharp abdominal pain could be related to inflammation or even a complication of the infection.\n\n",0.8329085111618042,0.8045745491981506,0.8184963464736938,0.8394546508789062,0.8126896023750305,0.8258553147315979,0.81587153673172,0.8286857604980469,0.8222287893295288,0.816325843334198,0.8251844644546509,0.8207312822341919,0.8216913342475891,0.7985002398490906,0.8099297881126404,0.8216913342475891,0.7985002398490906,0.8099297881126404,0.7679256200790405,0.7330807447433472,0.7500987648963928,0.8050122857093811,0.8195335865020752,0.8122080564498901
1747,"Eating disorder. This is because it is the only disease listed that includes all three major symptoms: depression, excessive anger (related to emotional instability and angry outbursts), and weakness. Wrist weakness alone could point to a hand injury, but the other symptoms make eating disorder a more likely possibility.","Panic disorder. The patient’s symptoms – depression, emotional instability, angry outbursts, weakness in wrists, and excessive anger – are all consistent with a diagnosis of panic disorder. The combination of these symptoms, particularly the heightened emotional reactivity, strongly suggests an underlying anxiety disorder.\n\n","\n   Depression, as the patient’s symptoms – excessive anger, weakness in wrists, and concerning outbursts – are strongly associated with this mental health condition.  The combination of these symptoms points towards a potential underlying depression.\n\n","Depression, given the combination of feelings of sadness, emotional instability, and aggressive outbursts.  Depression is a complex mental health condition with a wide range of symptoms.\n\n","Fetal Alcohol Syndrome (FAS) is the most likely diagnosis given the patient’s symptoms of depression, emotional instability, weakness in wrists, and angry outbursts. FAS is a complex condition with a strong genetic component, and the combination of these symptoms, particularly the wrist weakness, aligns with the potential for developmental abnormalities.\n\n","Turner’s Syndrome. The patient’s symptoms – depression, emotional instability, wrist weakness, and angry outbursts – are all consistent with the diagnostic criteria for Turner Syndrome. This condition is characterized by a chromosomal abnormality that can affect growth, development, and hormone production.\n\n","Turner’s Syndrome. The patient’s symptoms – depression, emotional instability, wrist weakness, and angry outbursts – are all consistent with the diagnostic criteria for Turner Syndrome. This condition is characterized by a chromosomal imbalance, often leading to developmental delays and various physical and psychological challenges.\n\n","Panic disorder, due to the reported feelings of depression, emotional instability, and angry outbursts.\n","\n\nBased on the patient’s symptoms – persistent depression, emotional instability, weakness in wrists, and angry outbursts – the most likely diagnosis is **Major Depressive Disorder with Psychotic Features (often referred to as “Psychotic Depression” or “Severe Depression with Psychotic Symptoms”)**.  While other conditions could present with some overlap, the combination of these symptoms – particularly the erratic behavior – strongly points towards this.  It’s crucial to differentiate between a typical depressive episode and a more severe, potentially psychotic, presentation.\n\n",0.8254069089889526,0.8255268335342407,0.8254668116569519,0.799221396446228,0.8225017786026001,0.8106945157051086,0.8108845949172974,0.7926350831985474,0.8016560077667236,0.802571177482605,0.8369922637939453,0.8194204568862915,0.7861666083335876,0.8211512565612793,0.8032781481742859,0.7888262271881104,0.8248456716537476,0.8064339756965637,0.8464823961257935,0.7850072979927063,0.8145866394042969,0.7751444578170776,0.8279749751091003,0.8006892800331116
1751,"Pyelonephritis. This is because it is the only disease in the table that presents both ""high fever"" and ""sharp abdominal pain"" as symptoms. While other diseases include ""sharp abdominal pain,"" they do not include fever, making pyelonephritis the most likely option based on the information available.","The patient’s symptoms – high fever, sharp abdominal pain – strongly suggest an infection, potentially a bacterial infection like Pyelonephritis. This is because fever and abdominal pain are common symptoms of this condition.\n\n","The patient’s symptoms – high fever, sharp abdominal pain – strongly suggest an acute abdominal process. Given the combination, the most likely diagnosis is **Peritonitis**, which is inflammation of the peritoneum (the lining of the abdominal cavity).\n\n","The patient’s symptoms – high fever, sharp abdominal pain – strongly suggest a possible infection, particularly a bacterial infection like Pyelonephritis. This is because fever and abdominal pain are common indicators of systemic inflammation and infection.\n\n","The patient’s symptoms – high fever, sharp abdominal pain – strongly suggest a possible infection, particularly a bacterial infection like Pyelonephritis. This is because fever and abdominal pain are common indicators of systemic inflammation and infection.\n\n","The patient’s symptoms – high fever, sharp abdominal pain – strongly suggest an infection, potentially a bacterial infection like Pyelonephritis. This is because fever and abdominal pain are common symptoms of this condition.\n\n","The patient’s symptoms – high fever, sharp abdominal pain – strongly suggest an infection, potentially a severe one. The combination points towards a possible inflammatory process within the abdomen.\n\n","The patient is experiencing a possible infection in the lower respiratory tract, potentially leading to Peritonitis.\n",\n\nBased on the patient’s symptoms – high fever and sharp abdominal pain – the most likely diagnosis is **Appendicitis**.\n\n,0.8210098743438721,0.8051314353942871,0.8129931688308716,0.7677003145217896,0.7715134620666504,0.7696021795272827,0.8180491328239441,0.8096084594726562,0.8138068914413452,0.8180491328239441,0.8096084594726562,0.8138068914413452,0.8210098743438721,0.8051314353942871,0.8129931688308716,0.7669289112091064,0.742363691329956,0.7544463872909546,0.7371371984481812,0.693984866142273,0.7149104475975037,0.7527767419815063,0.7575564384460449,0.7551590800285339
1752,"Panic disorder

This is a general statement, I am going to have to assume the patient has had a wide range of symptoms. Panic disorder has the greatest variety of symptoms.","Hashimoto's thyroiditis. The patient's symptoms – fatigue, weight loss, joint pain, and skin rashes – are classic signs of Hashimoto's thyroiditis, an autoimmune condition affecting the thyroid gland.\n\n","Hashimoto’s thyroiditis is a condition where the thyroid gland doesn’t produce enough thyroid hormone. This can lead to various symptoms, including fatigue, weight gain, and changes in mood.\n\n","Hashimoto’s thyroiditis is a condition where the thyroid gland doesn’t produce enough thyroid hormone. This can lead to fatigue, weight gain, and other symptoms.\n\n","\nHashimoto's thyroiditis is a chronic autoimmune disorder that can cause fatigue, weight gain, and other symptoms. It's characterized by an overactive immune system attacking the thyroid gland.\n\n","Hashimoto's thyroiditis. The patient's symptoms – fatigue, joint pain, and hair loss – are classic indicators of Hashimoto's thyroiditis, an autoimmune condition that affects the thyroid gland.\n\n","Hashimoto’s thyroiditis is a condition where the thyroid gland doesn’t produce enough thyroid hormone. This can lead to various symptoms, including fatigue, weight gain, and changes in mood.\n\n","The patient is experiencing hoarseness, which could be indicative of laryngitis.\n","\n\nBased on the patient’s statement – “I have been experiencing some symptoms lately,” it’s difficult to pinpoint a single disease without more information. However, **common possibilities** include:\n\n*   **Influenza (Flu):** This is a very common cause of respiratory symptoms like cough, sore throat, fever, body aches, and fatigue.\n*   **Common Cold:** Similar to the flu, but generally milder and less severe.\n*   **Allergies:** Can present with a wide range of symptoms, including nasal congestion, sneezing, itchy eyes, and fatigue.\n*   **Vitamin Deficiencies:**  Low levels of Vitamin D or B12 can cause fatigue, muscle aches, and other symptoms.\n*   **Mononucleosis (Mono):**  Often presents with extreme fatigue, sore throat, fever, and swollen lymph nodes.\n\n",0.687289834022522,0.7443466782569885,0.7146812081336975,0.6942914724349976,0.7447733879089355,0.7186469435691833,0.6941064596176147,0.7292801141738892,0.7112587094306946,0.7025374174118042,0.7259337902069092,0.7140439748764038,0.6897810697555542,0.7497652769088745,0.7185234427452087,0.6942914724349976,0.7447733879089355,0.7186469435691833,0.7354202270507812,0.7334132790565491,0.7344154119491577,0.6731206178665161,0.8216917514801025,0.7400228381156921
1753,"Infectious gastroenteritis. This is because the patient presents with both sharp abdominal pain and nausea, and Infectious gastroenteritis is the only disease in the table that includes both of these symptoms. Volvulus, Uterine fibroids, Idiopathic nonmenstrual bleeding, Ovarian torsion, Vaginal yeast infection, Foreign body in the gastrointestinal tract, and Intestinal malabsorption are less likely as they only include sharp abdominal pain.","Sharp abdominal pain and nausea are highly suggestive of **possible_disease->Ischemia_of_the_bowel**. This is because both conditions can be caused by reduced blood flow to the intestines, leading to inflammation and potentially causing pain and nausea.\n\n","Sharp abdominal pain and nausea are highly suggestive of **possible_disease->Ischemia_of_the_bowel**. This is because both conditions can be caused by reduced blood flow to the intestines, leading to inflammation and potentially causing pain and nausea.\n\n",Sharp abdominal pain and nausea are highly suggestive of a possible **Gastroenteritis** – an inflammation of the stomach and intestines. This is often caused by viral or bacterial infections.\n\n,Sharp abdominal pain and nausea are highly suggestive of a possible **Gastroenteritis** – an inflammation of the stomach and intestines. This is often caused by viral or bacterial infections.\n\n,"Sharp abdominal pain and nausea are highly suggestive of **possible_disease->Ischemia_of_the_bowel**. This is because both conditions can be caused by reduced blood flow to the intestines, leading to inflammation and potentially severe pain.\n\n","Sharp abdominal pain and nausea are highly suggestive of **possible_disease->Choledocholithiasis->has_symptom->Nausea**. Cholelithiasis (gallstones) can cause severe abdominal pain, nausea, and sometimes vomiting.\n\n",The patient has a possible diagnosis of abdominal pain and nausea.,"\n\nBased on the patient’s symptoms – sharp abdominal pain and nausea – the most likely diagnosis is **appendicitis**.\n\n*   **Explanation:** Appendicitis is inflammation of the appendix, a small pouch attached to the large intestine. The sharp pain is a hallmark symptom, often localized to the lower right abdomen. Nausea and vomiting are also common accompanying symptoms. While other conditions can cause similar symptoms, appendicitis is the most common cause of these types of pain.\n\n",0.7754963636398315,0.7759052515029907,0.7757007479667664,0.7754963636398315,0.7759052515029907,0.7757007479667664,0.8095320463180542,0.7779474258422852,0.7934255599975586,0.8095320463180542,0.7779474258422852,0.7934255599975586,0.7785055637359619,0.7769818305969238,0.7777429819107056,0.762403130531311,0.7602397203445435,0.7613198757171631,0.8603103160858154,0.7103201150894165,0.7781534194946289,0.7765731811523438,0.7769860625267029,0.7767795324325562
1756,"Injury to the abdomen. The patient presents with upper abdominal pain, sharp chest pain, and pain during pregnancy, all of which are listed as symptoms of an injury to the abdomen in the provided table.","Acute Pancreatitis. The patient’s symptoms – upper abdominal pain, sharp chest pain, and pregnancy – are highly suggestive of acute pancreatitis.  Pancreatitis is a serious condition that can be triggered or worsened by pregnancy.\n\n","Acute Pancreatitis. The patient’s symptoms – upper abdominal pain, sharp chest pain, and pregnancy – are highly suggestive of acute pancreatitis.  Pancreatitis is a serious condition that can be triggered or worsened by pregnancy, and it often presents with severe abdominal pain, which can be exacerbated by the pressure of the abdomen during pregnancy.\n\n","The patient’s symptoms – upper abdominal pain, sharp chest pain, and the fact that they are pregnant – strongly suggest a possible diagnosis of **Gastrointestinal Issues**, specifically potentially related to **Appendicitis** or a complication of it. The pain is exacerbated by pregnancy, which can sometimes influence the presentation of abdominal pain.\n\n","Cholecystitis – The patient's upper abdominal pain, sharp chest pain, and pregnancy are all classic symptoms of cholecystitis, an inflammation of the gallbladder. This inflammation can cause severe pain, often radiating to the chest.\n\n","Acute Pancreatitis. The patient’s symptoms – upper abdominal pain, sharp chest pain, and pregnancy – are highly suggestive of acute pancreatitis.  Pancreatitis is a serious condition that can be triggered or worsened by pregnancy, and it often presents with severe abdominal pain, which can be exacerbated by the pressure of the abdomen during pregnancy.\n\n","Acute Pancreatitis. The patient’s symptoms – upper abdominal pain, sharp chest pain, and pregnancy – are highly suggestive of acute pancreatitis.  Pancreatitis is a serious condition that can be triggered or worsened by pregnancy.\n\n","Upper abdominal pain and sharp chest pain, potentially related to a gastrointestinal issue.\n","\n\nBased on the patient’s symptoms – upper abdominal pain, sharp chest pain, and the fact they are pregnant – the most likely diagnosis is **Peritonitis**.\n\n*   **Explanation:** Peritonitis is inflammation of the peritoneum, the lining of the abdominal cavity. It’s often caused by infection, inflammation, or a rupture of a bowel or bladder. The combination of upper abdominal pain, sharp chest pain (which can be related to the pain radiating to the chest), and pregnancy significantly raises the suspicion for this condition. Pregnancy can increase the risk of infection and inflammation.\n\n",0.8010624647140503,0.8512090444564819,0.8253747224807739,0.8073580265045166,0.873650074005127,0.8391968607902527,0.797350287437439,0.8435748815536499,0.8198114633560181,0.797256350517273,0.8566794395446777,0.8259003758430481,0.8073580265045166,0.873650074005127,0.8391968607902527,0.8010624647140503,0.8512090444564819,0.8253747224807739,0.8214187622070312,0.7949645519256592,0.807975172996521,0.7533987760543823,0.8358006477355957,0.7924634218215942
1764,"Acute pancreatitis. The combination of sharp abdominal pain, diarrhea, burning abdominal pain, and side pain strongly suggests acute pancreatitis, as these symptoms are listed in the provided information. Hemoptysis can also be a symptom.","Acute Pancreatitis. The combination of sharp abdominal pain, side pain, diarrhea, and burning abdominal pain strongly suggests inflammation of the pancreas. This is a serious condition that requires immediate medical attention.\n\n","Acute Pancreatitis. The combination of sharp abdominal pain, side pain, diarrhea, and burning abdominal pain strongly suggests inflammation of the pancreas. This is a serious condition that can lead to significant complications.\n\n","Acute Pancreatitis is the most likely diagnosis given the combination of Hemoptysis (possible chest pain), Sharp abdominal pain, Side pain, Diarrhea, and Burning abdominal pain. This constellation of symptoms strongly suggests inflammation of the pancreas, which can lead to severe pain and potentially complications.\n\n","The combination of sharp abdominal pain, side pain, diarrhea, and burning abdominal pain strongly suggests a potential gastrointestinal issue.  The presence of Hemoptysis (coughing up blood) further points towards a possible inflammatory process affecting the respiratory or digestive tract.  Pyelonephritis (kidney infection) is a possibility given the diarrhea and abdominal pain, and it could be related to the Hemoptysis. Poisoning due to ethylene glycol is a serious consideration, and it could be causing the gastrointestinal distress. Pyloric stenosis (narrowing of the pyloric sphincter) could also present with abdominal pain and diarrhea. Burning abdominal pain is a common symptom of Pyloric stenosis.\n\n",Acute Pancreatitis\n,"Acute pancreatitis is the most likely diagnosis given the combination of sharp abdominal pain, side pain, diarrhea, and burning abdominal pain. This is because these symptoms are highly suggestive of inflammation and irritation of the pancreas.\n\n","The patient likely has a combination of symptoms, including Hemoptysis, Sharp abdominal pain, Side pain, Diarrhea, and Burning abdominal pain.","\n\n*   **Inflammatory Bowel Disease (IBD) – Specifically Crohn's Disease:** The combination of hemoptysis (coughing up blood), sharp abdominal pain, side pain, diarrhea, and burning abdominal pain strongly suggests a chronic inflammatory condition affecting the digestive tract. Crohn’s disease can involve the small and large intestines, leading to inflammation, ulcers, and bleeding.\n\n",0.8844029903411865,0.890433669090271,0.8874081373214722,0.8901936411857605,0.8909709453582764,0.8905820846557617,0.8687089681625366,0.90179842710495,0.884944498538971,0.7900581359863281,0.8620429635047913,0.8244823217391968,0.8524410724639893,0.7369679808616638,0.790509819984436,0.8697001934051514,0.8894160389900208,0.8794476389884949,0.9218615889549255,0.8320504426956177,0.874656617641449,0.7840029001235962,0.8528860807418823,0.8169951438903809
1784,"Lung contusion. The provided symptom (back pain) is a direct match in the table for Lung contusion, Emphysema, Spondylitis, Thoracic aortic aneurysm, Fibromyalgia, Peritonitis, Injury to the abdomen, Acute pancreatitis, Restless leg syndrome, Chronic pain disorder, Problem during pregnancy, Choledocholithiasis, and Headache after lumbar puncture but without any additional information it's impossible to determine the single best answer.  I am choosing the first one in the table.",\n   Back_pain->possible_disease->Problem_during_pregnancy.  Pregnancy can sometimes cause back pain due to hormonal changes and altered biomechanics.\n\n,Back_pain->possible_disease->Problem_during_pregnancy\n,"The patient’s symptoms – back pain, sharp abdominal pain, and lower abdominal pain – are consistent with possible issues related to the gastrointestinal system. The presence of Sharp_abdominal_pain and Lower_abdominal_pain, combined with the possibility of Ovarian_torsion, suggests a possible underlying condition.  It’s important to note that this is a preliminary assessment and further investigation is needed.\n\n","The patient’s symptoms – sharp abdominal pain, possible disease, poisoning due to ethylene glycol, and lower abdominal pain – strongly suggest a possible case of poisoning due to ethylene glycol. This is a serious concern, as ethylene glycol is a highly toxic substance.\n\n",\n   Back_pain->possible_disease->Problem_during_pregnancy.  Pregnancy can sometimes cause back pain due to hormonal changes and altered biomechanics.\n\n,\n   Back_pain->possible_disease->Problem_during_pregnancy.  Pregnancy can sometimes cause back pain due to hormonal changes and altered biomechanics.\n\n,Back pain\n,"\n\nBased on the patient’s description of experiencing back pain for the past week, the most likely disease is **Musculoskeletal Pain**, specifically likely **Muscle Strain or Ligament Sprain**.\n\n*   **Why?** Back pain is a very common complaint, and muscle strains and ligament sprains are frequent causes. The duration of the pain (one week) further supports this. The pain is often described as localized, and can be aggravated by movement or prolonged sitting/standing.\n\n",0.7170706987380981,0.7152618169784546,0.7161651253700256,0.6834464073181152,0.6826823949813843,0.6830642223358154,0.7670856714248657,0.7623780965805054,0.764724612236023,0.7347069978713989,0.7197197675704956,0.7271361351013184,0.7170706987380981,0.7152618169784546,0.7161651253700256,0.7170706987380981,0.7152618169784546,0.7161651253700256,0.7381304502487183,0.6394919157028198,0.685279905796051,0.738731861114502,0.7373805642127991,0.7380555868148804
1786,"Asthma. Based on the provided table, cough is a prominent symptom of asthma, and it is a relatively common condition. While other diseases in the table also list cough as a symptom, asthma is a more frequent cause of persistent cough in the general population.","\nCough -> Possible disease -> Asthma\nExplanation: The patient presents with a persistent cough, which is a common symptom of asthma. Asthma is a chronic inflammatory disease of the airways, often causing wheezing and shortness of breath.\n\n","Cough -> Possible Disease -> Asthma\n    *   **Explanation:** The persistent cough, combined with the patient’s concern, strongly suggests an asthma-like condition. Asthma is a chronic inflammatory disease of the airways, often causing coughing, wheezing, and shortness of breath.\n\n","\nBased on the patient’s symptoms – persistent cough, concern, and hoarseness – the most likely diagnosis is **acute bronchitis**. Bronchitis is an inflammation of the bronchial tubes, which can be caused by viral or bacterial infections. The persistent cough and hoarseness are key indicators.\n\n","\nBased on the patient’s symptoms – persistent cough, concern, and hoarseness – the most likely diagnosis is **acute bronchitis**. Bronchitis is an inflammation of the bronchial tubes, which can be caused by viral or bacterial infections. The cough is a key symptom, and hoarseness is often associated with inflammation in the vocal cords.\n\n","Cough -> Possible Disease -> Asthma\n    *   **Explanation:** The persistent cough, combined with the patient’s concern, strongly suggests an asthma-like condition. Asthma is a chronic inflammatory disease of the airways, often presenting with cough, wheezing, and shortness of breath.\n\n","Cough -> Possible Disease -> Asthma\n    *   **Explanation:** The persistent cough, combined with the patient’s concern, strongly suggests an asthma-like condition. Asthma is a chronic inflammatory disease of the airways, often presenting with cough, wheezing, and shortness of breath.\n\n","The patient is experiencing a persistent cough, which could be indicative of a respiratory infection, such as bronchitis or pneumonia.\n","\n\nBased on the patient’s description of a persistent cough for a while, accompanied by concern, the most likely disease is **Acute Bronchitis**.\n\n*   **Why?**  A persistent cough, often accompanied by mucus production (sputum), is a hallmark symptom of bronchitis. The cough is often described as a dry cough, but can sometimes be accompanied by a slight mucus.  The concern they express indicates a degree of anxiety and a need for further investigation.\n\n",0.7766265869140625,0.8283299207687378,0.8016454577445984,0.764339804649353,0.8075813055038452,0.7853658199310303,0.7584255933761597,0.7884446382522583,0.7731438279151917,0.7713563442230225,0.8260854482650757,0.797783374786377,0.7657892107963562,0.808567225933075,0.7865970730781555,0.7657892107963562,0.808567225933075,0.7865970730781555,0.7783694267272949,0.7519819140434265,0.7649481892585754,0.7487691044807434,0.8315855264663696,0.7880073189735413
1792,"Cysticercosis. This is because the provided table lists cysticercosis as having all the mentioned symptoms: seizures, vomiting, elbow cramps or spasms, and feeling hot and cold.","Cysticercosis is the most likely diagnosis given the patient’s symptoms – feeling hot and cold, elbow cramps/spasms, nausea, and seizures. This condition is often associated with exposure to infected environments, particularly in areas with high rates of parasitic infections.\n\n","Cysticercosis is the most likely disease given the patient’s symptoms – hot and cold, elbow cramps/spasms, nausea, and seizures. Cysticercosis is a parasitic infection that can occur in the brain and spinal cord, often associated with exposure to contaminated water or soil. It can cause a range of neurological symptoms, including seizures.\n\n","Cysticercosis is the most likely diagnosis given the patient’s symptoms – hot and cold, elbow cramps/spasms, vomiting, and seizures. Cysticercosis is a rare but serious condition where parasitic cysts can form in the brain and spinal cord, often following a mosquito bite. It’s frequently associated with exposure to contaminated water or soil.\n\n","Cysticercosis is the most likely diagnosis given the patient’s symptoms – hot and cold, elbow cramps/spasms, nausea, and seizures. Cysticercosis is a rare but serious condition where parasitic cysts can form in the brain and spinal cord, often following a parasitic infection. It’s often associated with exposure to contaminated water or soil.\n\n","Cysticercosis is the most likely diagnosis given the patient’s symptoms – feeling hot and cold, elbow cramps/spasms, nausea, and seizures. Cysticercosis is a rare but serious condition where parasitic cysts can form in the brain and spinal cord, often following a parasitic infection. It’s frequently associated with exposure to contaminated water or soil.\n\n","Cysticercosis is the most likely diagnosis given the patient’s symptoms – feeling hot and cold, elbow cramps/spasms, nausea, and seizures. This condition is associated with a parasitic infection, particularly within the brain.\n\n","The patient is experiencing symptoms suggestive of Cysticercosis, a condition where parasitic cysts can form in various organs.\n","\n\nBased on the patient’s symptoms – persistent hot and cold sensations, elbow cramps/spasms, vomiting, and seizures – the most likely diagnosis is **Epilepsy with autonomic dysfunction**.  The combination of these symptoms – particularly the autonomic involvement (affecting involuntary functions like vomiting and muscle control) – strongly suggests a neurological disorder that can trigger seizures. While other conditions could present with some overlap, the combination points towards epilepsy.\n\n",0.8003864288330078,0.8609341382980347,0.829556941986084,0.7996522188186646,0.8584334850311279,0.8280009031295776,0.7934435606002808,0.8626102209091187,0.8265824913978577,0.7896122932434082,0.8575928807258606,0.822199821472168,0.7926867008209229,0.8632098436355591,0.8264464735984802,0.8155241012573242,0.8635107278823853,0.8388316631317139,0.7889223098754883,0.770821213722229,0.7797667384147644,0.7513127326965332,0.7938166260719299,0.7719801068305969
