Question_ID,Question,Reference_Ans,Answer
4838,"Doctor, I've been experiencing lower body pain and my foot/toe feels stiff or tight. Any idea what it might be?","Based on what you're telling me, it sounds like you might have scoliosis. Scoliosis can cause lower body pain and stiffness in the extremities due to the spine's abnormal curvature.","**\n\nBased on the symptoms described, the patient may have Flat Feet. To confirm the diagnosis, the patient should undergo Physical therapy exercises and Plain X-ray. Recommended medications for Flat Feet include Tizanidine and Orphenadrine (Flexon).\n\n**"
3457,"Doctor, I am experiencing an eyelid lesion or rash, diminished vision, and leg weakness. What could this be?","Based on your symptoms, it is possible that you have Blepharospasm. This is a neurological condition that causes abnormal contractions or twitching of the eyelid muscles. It can also lead to diminished vision and muscle weakness in other parts of the body.","**\n\nBased on the symptoms of eyelid lesion or rash, diminished vision, and leg weakness, the patient may have **Turner Syndrome**. To confirm this diagnosis, the patient should undergo **Other diagnostic procedures (interview, evaluation, consultation) and Ophthalmologic and otologic diagnosis and treatment**. There is currently no cure for Turner Syndrome; however, many of the associated symptoms can be treated. **Growth hormone therapy and estrogen replacement therapy** are often used in the treatment of Turner Syndrome.\n\n**"
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?","Based on your symptoms, it sounds like you might be suffering from omphalitis. To confirm the diagnosis, we will need to perform a complete physical skin exam, as well as culture the wound. In addition, we may need to perform an excision of the skin lesion if it is necessary. We may also need to conduct a rectal examination and wound care management, or other non-OR therapeutic procedures on the skin and breast if required.","**\n\nBased on the symptoms described (pain and swelling around the bellybutton, redness, and discharge), it is difficult to accurately ascertain the disease. The symptoms are:  'Lower_abdominal_pain','Swollen_abdomen', 'Vaginal_redness' and 'Vaginal_discharge'. Note that bellybutton can be regarded as the same of vagina in medical knowledge. The symptoms may indicate Liver_cancer, Vaginitis, Vaginal_yeast_infection, Pyelonephritis. However, more information is needed to confirm the diagnosis.\nTo confirm the diagnosis, the patient should undergo a physical examination, blood tests, and imaging tests such as ultrasound or CT scan. A sample of the discharge should also be taken for analysis.\n\nRecommended medications may include Nystatin Topical Product to cure Vaginal_yeast_infection.\n\n**"
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?","It seems like you require wound care management, complete physical skin exam performed (ML), suturing of wound, traction; splints; and other wound care, excision (removal), debridement of wound; infection or burn and culture wound.","**\n\nBased on the information provided and the knowledge graph, the patient with an open surgical wound may have an increased risk of developing a localized infection like **Cellulitis or abscess of the mouth** as a primary concern. However, the knowledge paths provided also indirectly link the initial wound to potential conditions like **Atelectasis, Dengue Fever, or Hashimoto's thyroiditis**, although these connections are less direct and based on symptom overlap within the knowledge graph.\n\nHere are some recommended medical tests:\n\n1.  **Complete Physical Skin Exam:** This will help assess the wound's current condition, look for signs of infection (redness, swelling, pus), and evaluate the surrounding tissue.\n2.  **Incision and Drainage (I&D):** If an abscess or cellulitis is suspected, this procedure may be both diagnostic (collecting a sample for culture) and therapeutic (draining the infection).\n3.  **Wound Culture:** This test identifies the specific bacteria causing the infection, which is essential for selecting the appropriate antibiotic.\n4.  **Hematologic Tests (Blood Tests):** While not directly related to wound infection, the knowledge paths suggest this for the less likely conditions (Atelectasis, Dengue Fever, Hashimoto's Thyroiditis). A CBC (complete blood count) can help detect signs of systemic infection or other underlying issues.\n5.  **Radiographic Imaging Procedure or Plain X-ray (X-ray):** The knowledge graph mentions this for Atelectasis and Crushing Injury. It might be necessary if there's suspicion of deeper tissue involvement or related complications.\n\nRecommended Medications:\n\n1.  **Antibiotics:** If a bacterial infection (cellulitis, abscess) is confirmed by wound culture, antibiotics specific to the identified bacteria are essential. Common choices include:\n    *   Cephalexin\n    *   Dicloxacillin\n    *   Clindamycin (if penicillin allergic)\n2.  **Pain Relief:** Over-the-counter pain relievers like ibuprofen or acetaminophen can help manage pain and inflammation.\n3.  **Wound Care Products:** Topical antiseptics (e.g., povidone-iodine, chlorhexidine) and appropriate wound dressings are essential to keep the wound clean and promote healing.\n\n**"
768,"Doctor, I have been experiencing difficulty in passing urine lately. It feels like something is blocking my bladder. What should I do?","Based on your symptoms, we need to perform a series of medical tests to determine the cause of your bladder obstruction. We'll start with a urinalysis, rectal examination, and a prostate specific antigen measurement (Prostate specific antigen test). These tests will help us evaluate your condition. We may also need to perform an ultrasonography (Ultrasound) and other diagnostic procedures such as an interview or consultation. If necessary, we may have to insert a catheter into your urinary bladder or perform an excision (removal) to treat your condition.","**\n\nBased on the patient's symptom of difficulty in passing urine, a possible diagnosis is Pelvic Organ Prolapse causing urinary retention. To confirm this diagnosis, the patient should undergo a physical exam, including a pelvic exam, and possibly a bladder scan to measure post-void residual volume. Medications such as anticholinergics might be prescribed to help with bladder function, or surgery could be an option to correct the prolapse.\n\n**"
1792,"Hi doctor, I've been feeling hot and cold lately along with some elbow cramps or spasms. I also feel like vomiting sometimes and have had seizures in the past. What could be the reason for these symptoms? ","Based on your symptoms, it seems like you could be suffering from cysticercosis, which is a parasitic infection caused by tapeworm eggs. It can affect different parts of the body and cause a range of symptoms, such as seizures, cramps, and vomiting. We'll need to run some tests to confirm the diagnosis and start treatment right away.","**\n\nBased on the symptoms described – feeling hot and cold, elbow cramps/spasms, nausea, and a history of seizures – the patient may have **Cysticercosis** or **Von Hippel-Lindau disease (VHL)** as possibilities.\nTo confirm the diagnosis, the patient should undergo the following tests:\n\n*   **For Cysticercosis:**\n    *   **MRI or CT scan of the brain:** To look for cysts in the brain.\n    *   **Blood tests:** To detect antibodies against the parasite *Taenia solium*.\n    *   **Muscle biopsy:** In some cases, a muscle biopsy may be needed to confirm the presence of cysts.\n\n*   **For Von Hippel-Lindau Disease:**\n    *   **MRI of the brain and spinal cord:** To look for tumors (hemangioblastomas).\n    *   **CT scan or MRI of the abdomen:** To look for tumors or cysts in the kidneys, pancreas, or adrenal glands.\n    *   **Eye exam:** To look for retinal hemangioblastomas.\n    *   **Genetic testing:** To confirm the presence of a VHL gene mutation.\n\nRecommended medications and treatments will depend on the confirmed diagnosis:\n\n*   **For Cysticercosis:**\n    *   **Antiparasitic drugs:** Such as albendazole or praziquantel to kill the cysts.\n    *   **Anti-inflammatory medications:** Corticosteroids to reduce inflammation.\n    *   **Antiepileptic drugs:** To manage seizures.\n    *   **Surgery:** In some cases, surgery may be necessary to remove large or problematic cysts.\n\n*   **For Von Hippel-Lindau Disease:**\n    *   Treatment focuses on managing the individual tumors as they arise. This may involve:\n    *   **Surgery:** To remove tumors.\n    *   **Radiation therapy:** To shrink tumors.\n    *   **Targeted therapies:** Such as VEGF inhibitors (e.g., bevacizumab) to reduce blood vessel growth in tumors.\n    *   Regular screening and monitoring are crucial to detect and treat new tumors early.\n\n**"
1906,"Doctor, I have been vomiting, my throat feels tight and I am experiencing incontinence of stool.",It seems like you may have a foreign body in your gastrointestinal tract.,"**\n\nBased on the symptoms described (vomiting, throat feels tight, and incontinence of stool), the patient may have a foreign body in the gastrointestinal tract. To confirm the diagnosis, the patient should undergo imaging tests such as an X-ray or CT scan of the abdomen. Endoscopy may also be necessary to visualize and potentially remove the foreign body. Depending on the location and nature of the foreign body, medications such as laxatives or emetics may be used to aid in its passage or removal. If the foreign body is causing a blockage or other serious complications, surgery may be required.\n\n**"
4140,"Doctor, I am experiencing eye redness, a swollen eye, a headache, spots or clouds in vision, and pain in my eye. What could be causing these symptoms?","Based on your symptoms, it is possible that you have iridocyclitis. This is an inflammation of the iris and ciliary body inside the eye. I'll need to examine you further to confirm the diagnosis.","**\n\nBased on the symptoms described (eye redness, swollen eye, headache, spots or clouds in vision, and eye pain), the patient may have **Glaucoma**, **Diabetic Retinopathy**, **Retinopathy due to High Blood Pressure**, **Corneal Disorder**, or **Corneal Infection**.\n\nTo confirm the diagnosis, the patient should undergo a comprehensive eye exam, including:\n\n*   **Tonometry:** To measure intraocular pressure (important for Glaucoma).\n*   **Ophthalmoscopy:** To examine the optic nerve (important for Glaucoma) and retina (important for Diabetic Retinopathy, Retinopathy due to High Blood Pressure).\n*   **Visual field testing:** To assess for peripheral vision loss (important for Glaucoma).\n*   **Slit-lamp examination:** To evaluate the cornea and other anterior structures (important for Corneal Disorder, Corneal Infection).\n*   **Fluorescein angiography or Optical Coherence Tomography (OCT):** To further evaluate the retina and choroid (important for Diabetic Retinopathy, Retinopathy due to High Blood Pressure, Glaucoma).\n\nRecommended medications depend on the specific diagnosis:\n\n*   **Glaucoma:** Eye drops to lower intraocular pressure (e.g., prostaglandin analogs, beta-blockers, alpha-adrenergic agonists, carbonic anhydrase inhibitors).  In some cases, laser treatment or surgery may be necessary.\n*   **Diabetic Retinopathy:** Management of blood sugar and blood pressure is crucial. Laser photocoagulation or injections of anti-VEGF medications may be necessary to treat retinal blood vessel abnormalities.\n*   **Retinopathy due to High Blood Pressure:** Blood pressure control is essential.  Treatment may include laser photocoagulation for severe cases.\n*   **Corneal Disorder:** Treatment depends on the specific disorder.  Options include artificial tears, ointments, antibiotics (for infections), anti-inflammatory drops, or even corneal transplantation in severe cases.\n*   **Corneal Infection:** Antibiotic, antiviral, or antifungal eye drops or ointments, depending on the causative organism.\n\n**"
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?","Based on your symptoms, it sounds like you may have seborrheic keratosis. It's a common condition where noncancerous growths appear on the skin.","**\n\nBased on the symptoms described and the provided path evidence, the patient may have Alopecia. To confirm the diagnosis, the patient should undergo a thorough examination of the skin and hair, possibly including a skin biopsy to rule out other conditions. There isn't enough information to recommend any medication.\n\n**"
218,I had an accident last night and I think I might have injured one of my internal organs. ," Okay, based on your symptoms it is important that we conduct a radiographic imaging procedure, hematologic tests (Blood test), Complete blood count (Cbc), X-ray computed tomography (Scan ct), Plain x-ray (X ray), Urinalysis, and possibly intravenous fluid replacement to properly diagnose and treat your condition.","\n\nBased on the patient's statement of a possible internal organ injury from an accident, they may have an Injury to the abdomen. To confirm the diagnosis, the patient should undergo Radiographic imaging procedure. There are no medication recommendations can be made for cure the disease based on current knowledge.\n\n"
4598,"Doctor, I've been experiencing some strange symptoms lately. I've been abusing alcohol a bit more than usual, and I've been experiencing delusions or hallucinations. I've been slurring my words, too, and I even fainted at work the other day. ","It sounds like you might be experiencing drug poisoning due to medication. It's important to let me know what medications you've been taking, as some can be dangerous when mixed with alcohol. Let's get some tests done and figure out the best course of action for you.","**\n\nBased on the symptoms described, the patient could be suffering from **Poisoning due to ethylene glycol**, **Substance-related mental disorder**, **Subdural hemorrhage**, **Transient ischemic attack (TIA)**, or **Stroke**. The patient's alcohol abuse is a significant factor. The combination of delusions/hallucinations, slurred speech, and fainting raises concerns for multiple possibilities.\n\nTo confirm the diagnosis, the following tests should be considered:\n\n*   **Complete Blood Count (CBC)**: To assess overall health and rule out infection or anemia.\n*   **Hematologic Tests (Blood test)**: These can help identify poisoning and other underlying conditions.\n*   **Electrocardiogram (ECG)**: To evaluate heart function and rule out cardiac causes of fainting.\n*   **Neurological Examination**: To assess cognitive function, motor skills, and reflexes.\n*   **CT scan or MRI of the brain**: To rule out subdural hemorrhage, stroke, or other structural abnormalities.\n\nRecommended medications will depend on the confirmed diagnosis. Possible interventions could include:\n\n*   **For Poisoning due to ethylene glycol**: Fomepizole or ethanol to inhibit the metabolism of ethylene glycol.\n*   **For Substance-related mental disorder**: Antipsychotics or mood stabilizers for delusions/hallucinations, and support for alcohol abuse.\n*   **For Subdural hemorrhage**: Possible surgery to relieve pressure on the brain.\n*   **For TIA or Stroke**: Antiplatelet agents (e.g., aspirin), thrombolytics (if appropriate and within the treatment window), and management of risk factors (e.g., blood pressure control).\n\n**"
1629,"Doctor, I've been having knee pain and heartburn lately.","The knee pain may be due to an injury. Have you had any recent accidents or falls that could have affected your knee? As for your heartburn, it could be related to acid reflux or GERD.","**\n\nBased on the symptoms described and the provided medical knowledge, the patient may have an injury to the knee. To confirm the diagnosis, the patient should undergo a physical examination of the knee and possibly imaging tests such as X-rays or MRI. Recommended medications for knee injury include pain relievers such as ibuprofen or naproxen, and potentially physical therapy. Heartburn should be managed separately, possibly with antacids or proton pump inhibitors depending on the severity and frequency.\n\n**"
5324,"Doctor, I have been experiencing burning chest pain, regurgitation, problems with the shape and size of my breast, and I'm also having some smoking-related problems. What could be wrong with me?","It seems that you might be suffering from Mastectomy, which is the surgical removal of one or both breasts, usually as a treatment for breast cancer.","**\n\nBased on the symptoms provided, the patient may have a **Metabolic Disorder**.\n\nTo confirm the diagnosis, the following tests are recommended:\n\n*   **Hematologic tests (Blood test):** This is suggested by multiple paths to check for metabolic disorders.\n*   **Glucose measurement (Glucose level):** This is also suggested by multiple paths and helps in assessing metabolic function.\n*   **Hemoglobin A1c measurement (Hemoglobin A1c test):** This test can help diagnose and monitor metabolic disorders, particularly diabetes.\n*   **Lipid panel:** This test can assess lipid metabolism, which is often affected in metabolic disorders.\n\nRegarding medications to manage or treat a metabolic disorder, the specific approach would depend on the exact nature of the disorder. However, some potential options include:\n\n*   **Medications to manage blood sugar:** If diabetes is involved, medications like metformin or insulin might be necessary.\n*   **Medications to lower cholesterol:** Statins or other lipid-lowering drugs might be prescribed if dyslipidemia is present.\n*   **Lifestyle modifications:** Diet and exercise are crucial components of managing metabolic disorders.\n*   **Medications for specific complications:** Depending on the specific manifestations of the metabolic disorder, other medications might be necessary to address individual symptoms or complications.\n\n**"
4465,"Doctor, I have been experiencing some symptoms lately. I have been abusing alcohol, feeling depressed, and having temper problems. I also have some fears and phobia. ","Based on your symptoms, it seems like you may be experiencing Post-traumatic stress disorder (PTSD). Your low self-esteem could also be a result of this disorder.","**\n\nBased on the symptoms of alcohol abuse, depression, temper problems, fears, and phobias, the patient may be suffering from a **Substance-related mental disorder**, potentially complicated by **Panic disorder**.\n\nTo confirm the diagnosis, the patient should undergo:\n\n1.  **A thorough psychiatric evaluation:** This will assess the severity of the depression, anxiety, and phobias.\n2.  **A complete medical history and physical exam:** To rule out any underlying medical conditions contributing to the symptoms.\n3.  **Blood tests:** To assess liver function and screen for other substances that may be contributing to the symptoms.\n4.  **An Electrocardiogram (ECG):** To check for any heart problems related to panic symptoms or alcohol abuse.\n\nRecommended medications and treatments may include:\n\n1.  **Lorazepam:** To help manage anxiety and panic symptoms in the short term.\n2.  **Antidepressants:** To address the depression.\n3.  **Therapy:** Cognitive Behavioral Therapy (CBT) or other forms of therapy to address the underlying issues contributing to the substance abuse, depression, and phobias.\n4.  **Detoxification and rehabilitation:** To address the alcohol abuse.\n\n**"
3437,"Doctor, I've been experiencing sweating along with back pain, foot or toe weakness, and dizziness. What do you think could be the problem?","Based on your symptoms, you might be experiencing vertebrobasilar insufficiency. I suggest we perform some tests to confirm the diagnosis and start a treatment plan.","**\n\nBased on the symptoms of sweating, back pain, foot or toe weakness, and dizziness, the patient may have a lung contusion. To confirm the diagnosis, the patient should undergo radiographic imaging procedures or a plain X-ray. Potential medications that could help treat lung contusion include Tetanus Toxoid Vaccine (Adacel) and Cefazolin.\n\n**"
1806,"Doctor, I have been experiencing vomiting, burning abdominal pain and sharp abdominal pain, what could be the problem?","Based on your symptoms, you may be suffering from infectious gastroenteritis. It's an infection in the intestines caused by a virus or bacteria, which can lead to inflammation, diarrhea or nausea.","**\n\nBased on the symptoms of vomiting, burning abdominal pain, and sharp abdominal pain, several possibilities need to be considered. The knowledge graph suggests: Poisoning due to ethylene glycol, Pyloric stenosis, Problem during pregnancy, Ischemia of the bowel, and Injury to the abdomen.\n\nGiven the limited information, it's challenging to pinpoint the exact cause. However, I'll outline potential next steps.\n\n*   **Possible Diagnoses:**\n    *   **Poisoning due to ethylene glycol:** Highly suspect if there is a history of ingestion.\n    *   **Pyloric Stenosis:** More common in infants, but can occur in adults, blocking stomach emptying.\n    *   **Problem during pregnancy:** If the patient is female and of childbearing age.\n    *   **Ischemia of the bowel:** Blockage of blood flow to the intestines. More common in older patients with risk factors.\n    *   **Injury to the abdomen:** Recent trauma to the abdomen could cause these symptoms.\n\n*   **Recommended Tests:**\n    *   **Complete Blood Count (CBC):** To check for infection or blood loss.\n    *   **Comprehensive Metabolic Panel (CMP):** To assess kidney and liver function, electrolytes.\n    *   **Amylase and Lipase:** To rule out pancreatitis.\n    *   **Urinalysis:** To look for signs of kidney problems or ethylene glycol poisoning.\n    *   **Abdominal Imaging (CT scan or ultrasound):** To visualize the abdominal organs and identify any abnormalities.\n    *   **Pregnancy test:** If the patient is female and of childbearing age.\n    *   **Ethylene Glycol Level:** If poisoning is suspected.\n\n*   **Recommended Medications:**\n    *   **This will depend on the final diagnosis**\n        *   If **poisoning** is the problem, administer fomepizole or ethanol as an antidote.\n        *   If **pyloric stenosis** is the problem, administer intravenous fluids to correct dehydration and electrolyte imbalances.\n        *   If **ischemia of the bowel** is the problem, administer anticoagulants to prevent further clot formation, antibiotics to combat infection.\n        *    If there is **injury to the abdomen**, administer analgesics for pain.\n\n**"
