Question_ID,Question,Reference_Ans,Answer
4838,"Doctor, I've been experiencing lower body pain and my foot/toe feels stiff or tight. Any idea what it might be?","Based on what you're telling me, it sounds like you might have scoliosis. Scoliosis can cause lower body pain and stiffness in the extremities due to the spine's abnormal curvature.","\nBased on the symptoms, the patient may have Flat feet. To confirm the diagnosis, the patient should undergo a Plain x-ray (X ray). Tizanidine can be used to possibly cure Flat feet.\n\n"
3457,"Doctor, I am experiencing an eyelid lesion or rash, diminished vision, and leg weakness. What could this be?","Based on your symptoms, it is possible that you have Blepharospasm. This is a neurological condition that causes abnormal contractions or twitching of the eyelid muscles. It can also lead to diminished vision and muscle weakness in other parts of the body.","**\n\nBased on the symptoms described (eyelid lesion or rash, diminished vision, and leg weakness), the patient may have a condition stemming from a corneal disorder that, in turn, might be related to other conditions such as hyperhidrosis, leading to possible fibromyalgia or restless leg syndrome. More specifically, the patient may have Corneal disorder and need to be tested.\n\nTo confirm the possible condition(s), the patient should undergo:\n\n*   An ophthalmic examination and evaluation (Eye exam) to assess the corneal disorder and diminished vision.\n*   Further neurological and physical examinations to investigate the leg weakness and rule out conditions like fibromyalgia or restless leg syndrome.\n*   Diagnostic procedures for eye.\n*   Corneal transplant.\n\nRecommended medications to address the symptoms and potential underlying conditions could include:\n\n* Medications for corneal disorder such as Phenylephrine , Tropicamide Ophthalmic, Latanoprost.\n\n**"
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?","Based on your symptoms, it sounds like you might be suffering from omphalitis. To confirm the diagnosis, we will need to perform a complete physical skin exam, as well as culture the wound. In addition, we may need to perform an excision of the skin lesion if it is necessary. We may also need to conduct a rectal examination and wound care management, or other non-OR therapeutic procedures on the skin and breast if required.","\n\nBased on the symptoms of pain, swelling, redness, and discharge around the bellybutton, the patient may have an infection or inflammation of the umbilicus (omphalitis) or a related condition such as a skin infection. This infection could be caused by bacteria or fungi.\n\nTo confirm the diagnosis and determine the specific cause, the following tests are recommended:\n\n1.  **Physical Examination:** A thorough examination of the affected area.\n2.  **Culture and Sensitivity Test:** A sample of the discharge should be taken to identify the specific microorganism causing the infection and determine the appropriate antibiotic or antifungal medication.\n3.  **Complete Blood Count (CBC):** To check for signs of infection.\n\nRecommended medications depend on the cause of the infection:\n\n*   **Bacterial Infection:** Topical or oral antibiotics. Common antibiotics include Cefixime.\n*   **Fungal Infection:** Topical or oral antifungals. Common antifungals include Nystatin.\n\n"
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?","It seems like you require wound care management, complete physical skin exam performed (ML), suturing of wound, traction; splints; and other wound care, excision (removal), debridement of wound; infection or burn and culture wound.","\nBased on the information provided, the patient may have a surgical site infection or wound dehiscence (separation of the wound edges) at the hip. To confirm the diagnosis and assess the severity, the patient should undergo a wound culture, complete physical skin exam and potentially imaging such as X-ray. Recommended medications include antibiotics like Cefazolin. Wound care management including potential incision and drainage may also be required.\n\n"
768,"Doctor, I have been experiencing difficulty in passing urine lately. It feels like something is blocking my bladder. What should I do?","Based on your symptoms, we need to perform a series of medical tests to determine the cause of your bladder obstruction. We'll start with a urinalysis, rectal examination, and a prostate specific antigen measurement (Prostate specific antigen test). These tests will help us evaluate your condition. We may also need to perform an ultrasonography (Ultrasound) and other diagnostic procedures such as an interview or consultation. If necessary, we may have to insert a catheter into your urinary bladder or perform an excision (removal) to treat your condition.","\nBased on the symptoms described, the patient may have Pelvic organ prolapse, which can cause difficulty in passing urine. To confirm the diagnosis, the patient should undergo a physical examination. It is also recommended to test the patient's Involuntary urination. \n\n"
1792,"Hi doctor, I've been feeling hot and cold lately along with some elbow cramps or spasms. I also feel like vomiting sometimes and have had seizures in the past. What could be the reason for these symptoms? ","Based on your symptoms, it seems like you could be suffering from cysticercosis, which is a parasitic infection caused by tapeworm eggs. It can affect different parts of the body and cause a range of symptoms, such as seizures, cramps, and vomiting. We'll need to run some tests to confirm the diagnosis and start treatment right away.","\nBased on the symptoms, the patient may have Cysticercosis, Emphysema, or Volvulus, potentially leading to Von Hippel-Lindau disease given the history of seizures. To confirm a diagnosis, tests such as Hematologic tests (Blood test), Complete blood count (Cbc), Glucose measurement (Glucose level), Radiographic imaging procedure, Magnetic resonance imaging (Mri), X-ray computed tomography (Scan ct), and CAT scan of head (Head ct) should be conducted. Recommended medications include Carbamazepine, Folic Acid, Magnesium Sulfate, Mecamylamine, Desipramine, Levetiracetam (Keppra), Phenytoin (Dilantin), Nortriptyline, Calcium Carbonate, Metoclopramide, and Albendazole.\n\n"
1906,"Doctor, I have been vomiting, my throat feels tight and I am experiencing incontinence of stool.",It seems like you may have a foreign body in your gastrointestinal tract.,"**\n\nBased on the symptoms of vomiting, a tight throat, and incontinence of stool, the patient may be suffering from a **Foreign body in the gastrointestinal tract**.\n\nTo confirm this diagnosis, the following actions should be taken: No test could be concluded.\n\nFor medications, none of the neighboring evidence is conclusive enough to determine a medication for the patient.\n\n**"
4140,"Doctor, I am experiencing eye redness, a swollen eye, a headache, spots or clouds in vision, and pain in my eye. What could be causing these symptoms?","Based on your symptoms, it is possible that you have iridocyclitis. This is an inflammation of the iris and ciliary body inside the eye. I'll need to examine you further to confirm the diagnosis.","**\n\nBased on the symptoms described (eye redness, swollen eye, headache, spots or clouds in vision, and eye pain), the patient may have **Glaucoma**. To confirm this diagnosis, the patient should undergo the following tests: **Ophthalmologic examination and evaluation (Eye exam), Diagnostic procedures on eye, Glaucoma procedures**. Recommended medications for Glaucoma include **Tropicamide Ophthalmic, Latanoprost, Bimatoprost Ophthalmic, Brimonidine Ophthalmic, Timolol, Travoprost (Travatan), Prednisolone Ophthalmic, Brimonidine-Timolol Ophthalmic, Dorzolamide Ophthalmic, Brinzolamide Ophthalmic, Apraclonidine Ophthalmic, Acetazolamide (Diamox)**.\n\n**"
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?","Based on your symptoms, it sounds like you may have seborrheic keratosis. It's a common condition where noncancerous growths appear on the skin.","\nBased on the symptoms of a skin rash and skin growths, the patient may have Alopecia. To confirm the diagnosis, the patient should undergo a complete physical skin exam, and possibly a biopsy or excision of a skin lesion. Recommended medications for Alopecia include Minoxidil Topical, and Clobetasol Topical.\n\n"
218,I had an accident last night and I think I might have injured one of my internal organs. ," Okay, based on your symptoms it is important that we conduct a radiographic imaging procedure, hematologic tests (Blood test), Complete blood count (Cbc), X-ray computed tomography (Scan ct), Plain x-ray (X ray), Urinalysis, and possibly intravenous fluid replacement to properly diagnose and treat your condition.","**\n\nBased on the limited information, it's difficult to pinpoint the exact organ injured. However, given the \""Injury to the abdomen\"", a range of issues could be present. It is crucial to perform imaging to assess what is happening. \n\nTo confirm the diagnosis and assess the extent of the injury, the patient should undergo several tests, including a Complete Blood Count (CBC), Urinalysis, Kidney function tests, and radiographic imaging procedures such as an X-ray computed tomography (CT scan) of the abdomen.\n\nBased on the limited information, it's challenging to provide specific medications that would \""cure\"" the injury. The medications listed like Zosyn and Vecuronium may be more related to supportive care in the event of surgery.\n\n**"
4598,"Doctor, I've been experiencing some strange symptoms lately. I've been abusing alcohol a bit more than usual, and I've been experiencing delusions or hallucinations. I've been slurring my words, too, and I even fainted at work the other day. ","It sounds like you might be experiencing drug poisoning due to medication. It's important to let me know what medications you've been taking, as some can be dangerous when mixed with alcohol. Let's get some tests done and figure out the best course of action for you.","**\n\nBased on the symptoms described, including alcohol abuse, delusions/hallucinations, slurred speech, and fainting, several possibilities arise, with Stroke and Poisoning due to ethylene glycol being prominent in the knowledge base. The patient should take Toxicology screen, Electrocardiogram, Hematologic tests (Blood test), Complete blood count (Cbc), Glucose measurement (Glucose level), Blood alcohol to confirm the diagnosis. Depending on the confirmed diagnosis and specific needs, medications could include Lorazepam, Thiamine, Naloxone (Suboxone), Charcoal, Folic Acid, Famotidine, Haloperidol, Acetylcysteine, Trimethobenzamide (Tigan), Magnesium Sulfate, and Olanzapine (Zyprexa).\n\n**"
1629,"Doctor, I've been having knee pain and heartburn lately.","The knee pain may be due to an injury. Have you had any recent accidents or falls that could have affected your knee? As for your heartburn, it could be related to acid reflux or GERD.","\nBased on the symptoms and provided information, the patient might have a condition where knee pain and heartburn are related, potentially pointing towards an injury to the knee that manifests with heartburn. To confirm the diagnosis, tests like Radiographic imaging procedure, Plain x-ray (X ray), and possibly Magnetic resonance imaging (Mri) are recommended to assess the knee injury. For the knee injury, medications like Chondroitin-Glucosamine or Cortisone might be considered.\n\n"
5324,"Doctor, I have been experiencing burning chest pain, regurgitation, problems with the shape and size of my breast, and I'm also having some smoking-related problems. What could be wrong with me?","It seems that you might be suffering from Mastectomy, which is the surgical removal of one or both breasts, usually as a treatment for breast cancer.","\nBased on the symptoms described, the patient may have Metabolic disorder, Coronary atherosclerosis, Cirrhosis, Pyloric stenosis, and Nonalcoholic liver disease (NASH).\nTo confirm the diagnosis, the patient should undergo tests such as Lipid panel and Hematologic tests (Blood test).\nRecommended medication for the disease is Ursodiol (Urso).\n\n"
4465,"Doctor, I have been experiencing some symptoms lately. I have been abusing alcohol, feeling depressed, and having temper problems. I also have some fears and phobia. ","Based on your symptoms, it seems like you may be experiencing Post-traumatic stress disorder (PTSD). Your low self-esteem could also be a result of this disorder.","\n\nBased on the symptoms provided, the patient may be suffering from a Substance-related mental disorder, potentially leading to Panic disorder. To confirm the diagnosis, the patient should undergo tests such as an Electrocardiogram, Psychological and psychiatric evaluation and therapy, and potentially a Toxicology screen. Recommended medications may include Lorazepam, as well as other options like Alprazolam (Xanax), Paroxetine (Paxil), and Venlafaxine (Effexor), depending on the specific symptoms and after a thorough evaluation by a qualified medical professional. Addressing the alcohol abuse is also crucial for long-term recovery.\n\n"
3437,"Doctor, I've been experiencing sweating along with back pain, foot or toe weakness, and dizziness. What do you think could be the problem?","Based on your symptoms, you might be experiencing vertebrobasilar insufficiency. I suggest we perform some tests to confirm the diagnosis and start a treatment plan.","\nBased on the symptoms described, the patient might be suffering from Emphysema or Stroke. To confirm the diagnosis, it's recommended to conduct a physical examination and some blood tests to rule out conditions. Also, if Stroke is suspected, perform a full neurological evaluation and imaging tests (CT or MRI) of the brain. If Emphysema is suspected, perform a lung function test to see if there are any issues. Considering medications, Emphysema may need Nicotine.\n\n"
1806,"Doctor, I have been experiencing vomiting, burning abdominal pain and sharp abdominal pain, what could be the problem?","Based on your symptoms, you may be suffering from infectious gastroenteritis. It's an infection in the intestines caused by a virus or bacteria, which can lead to inflammation, diarrhea or nausea.","**\n\nBased on the symptoms of vomiting, burning abdominal pain, and sharp abdominal pain, several conditions could be considered. Given the knowledge graph information, **Volvulus** and **Pyloric Stenosis** are potential diagnoses.\n\nTo confirm the diagnosis, the patient should undergo medical tests such as:\n\n*   **Hematologic tests (Blood test)**\n*   **Complete blood count (Cbc)**\n*   **Glucose measurement (Glucose level)**\n*   **Electrolytes panel**\n*   **Kidney function tests (Kidney function test)**\n*   **Radiographic imaging procedure**.\n\nRecommended medications are difficult to determine specifically without a confirmed diagnosis. Based on the related conditions and neighbor-based evidence, **Intravenous fluid replacement** is a supportive measure that may be necessary.\n\n**"
3680,"Doctor, I've been having pelvic pain and it's been bothering me a lot lately. What could be causing this?","Based on your symptoms, you may be experiencing cervicitis, which is inflammation of the cervix. I recommend further evaluation to confirm the diagnosis and discuss treatment options with you.","\nBased on the symptom of pelvic pain, the patient may have vaginitis. To confirm the diagnosis, the patient should undergo a pelvis exam, urinalysis, pap smear, standard pregnancy test, chlamydia test and Microscopic examination (bacterial smear; culture; toxicology). Recommended medications for vaginitis include Metronidazole, Fluconazole (Diflucan), Metronidazole Topical Product.\n\n"
4828,"Doctor, I have been experiencing cough, elbow cramps, excessive growth, low back weakness, and decreased appetite. What could this be?","You might have Histoplasmosis. It's a fungal infection caused by inhaling spores of a fungus called Histoplasma capsulatum, which is found in soil and bird droppings. It can cause respiratory problems, joint pain, malaise, and weight loss.","**\n\nBased on the provided information, especially considering the connections in the paths, a possible diagnosis is **Cysticercosis**.\n\nTo confirm the diagnosis, the patient should undergo the following tests:\n\n*   **Neurological Exam:** To assess the extent of neurological involvement.\n*   **MRI or CT Scan of the Brain:** To identify any cysts in the brain.\n*   **Blood Tests:** To look for antibodies against the *Taenia solium* parasite.\n*   **Muscle Biopsy:** If muscle involvement is suspected.\n\nMedications that may be used to treat Cysticercosis include:\n\n*   **Anthelmintic Drugs:** Such as Albendazole or Praziquantel, to kill the parasites.\n*   **Corticosteroids:** Such as Prednisone, to reduce inflammation, especially in the brain.\n*   **Antiepileptic Drugs:** To control seizures, if present.\n\n**"
2279,"Doctor, I have a plugged feeling in my ear and my hearing has diminished recently. Additionally, I've been biting my nails a lot and experiencing some emotional symptoms. I've also noticed some muscle swelling. What could be causing all these symptoms?","Based on your symptoms, it's possible that you have otosclerosis, which is a condition that affects the middle ear and can lead to hearing loss. The nailbiting and emotional symptoms could be related to the stress and anxiety that often accompany hearing loss. The muscle swelling is not typically associated with otosclerosis, but it may be worth further investigation to rule out any other underlying conditions.","**\n\nBased on the symptoms and the knowledge provided, the patient may be suffering from **Mastoiditis** or **Hypertrophic Obstructive Cardiomyopathy (HOCM)**. Muscle swelling also can indicate **Cholesteatoma**.\n\nTo confirm a diagnosis, the following tests should be considered:\n\n*   For Mastoiditis: **Ophthalmologic and otologic diagnosis and treatment**, **Magnetic resonance imaging (MRI)**, **X-ray computed tomography (Scan CT)**, and **CAT scan of head (Head CT)**.\n*   For HOCM: Since nailbiting and emotional symptoms are associated, a cardiac evaluation might be beneficial.\n*   For Cholesteatoma: **Ophthalmologic and otologic diagnosis and treatment**\n\nRegarding medication, the following may be considered, depending on the confirmed diagnosis:\n\n*   For Mastoiditis: **Cefotaxime**, **Linezolid (Zyvox)**, **Ofloxacin**, etc.\n*   For HOCM: No direct medications are listed, but addressing the underlying heart condition would be the focus.\n*   For Cholesteatoma: No direct medication is listed, the neighbor-based evidence 5 mentioned **Wound care management**.\n\n**"
54,"Doctor, I have been feeling very down and sad after giving birth to my baby. It's been a few weeks now and I just can't seem to shake it off. ","I'm sorry to hear that. Based on the symptoms you've described, I would recommend a depression screen to see if you have postpartum depression. Additionally, we may need to do a pelvis exam and a urinalysis to make sure your physical health is in good shape. It's also important to examine your breast for any lactation problems. Mental health counseling can also help you cope with the emotional challenges of postpartum depression. Furthermore, it would be best to conduct an ultrasonography to check on your physical health, and a chlamydia test to rule out the possibility of a sexually transmitted disease.","\nBased on the symptoms described, the patient may have postpartum depression. To confirm the diagnosis, the patient should undergo mental health counseling and a depression screen. Recommended medications include Sertraline (Zoloft) and Desipramine.\n\n"
1308,"Doctor, I broke my tooth and it's really hurting. What medication should I take?","You'll need to take a combination of medications for your pain and to prevent any infection. I'll prescribe antibiotics like Penicillin or Clindamycin to prevent any bacterial infection. You'll also need pain relief medication like Bupivacaine and Benzocaine Topical which will help you in reducing the pain. Finally, I would recommend taking the Acellular Pertussis Vaccine (Adacel) to prevent pertussis infection.","**\n\nBased on the patient's symptom of a broken tooth and pain, it's likely the patient has a dental injury or trauma leading to toothache. Given the context, further complications could include cellulitis or abscess of the mouth. To confirm the diagnosis and assess the extent of the damage, the patient should undergo a dental examination, potentially including radiographic imaging (X-ray). For pain relief, over-the-counter analgesics like ibuprofen can be used. If there's an infection (cellulitis or abscess), antibiotics such as penicillin or clindamycin might be necessary.\n\n**"
3463,"Hi doctor, I've been experiencing leg cramps or spasms a lot lately. Any idea what could be causing it?",Leg cramps or spasms can be a symptom of metastatic cancer. Have you been diagnosed with cancer?,"**\n\nBased on the information provided, several possible conditions could be associated with leg cramps or spasms. These include Thoracic aortic aneurysm, Rotator cuff injury, and Thrombophlebitis.\n\nTo investigate these possibilities, the following tests might be considered:\n\n*   For **Thoracic aortic aneurysm:** Electrocardiogram, Hematologic tests (Blood test), Complete blood count (Cbc), Glucose measurement (Glucose level), Radiographic imaging procedure, Kidney function tests (Kidney function test), and X-ray computed tomography (Scan ct).\n*   For **Rotator cuff injury:** Physical therapy exercises (Exercises), Radiographic imaging procedure, Plain x-ray (X ray), Application of splint (Splinting), Other non-OR therapeutic procedures on musculoskeletal system, Magnetic resonance imaging (Mri), and Other therapeutic procedures on muscles and tendons.\n*   For **Thrombophlebitis:** Physical therapy exercises (Exercises), Ultrasonography (Ultrasound), Radiographic imaging procedure, Wound care management, Prothrombin time assay (Prothrombin time), Other OR procedures on vessels other than head and neck, and Other vascular catheterization; not heart.\n\nMedications associated with these conditions include:\n\n*   For **Thoracic aortic aneurysm:** Amiodarone, Dexamethasone Ophthalmic, Metoprolol, Nitroglycerin, Hydralazine, Labetalol, Esmolol, Pentoxifylline, Colchicine, Nitroprusside, Estropipate (Ogen).\n*   For **Rotator cuff injury:** Desflurane, Rocuronium, Cortisone, Triamcinolone Topical Product, Bupivacaine, Sevoflurane, Mepivacaine (Carbocaine), Diclofenac Topical Product, Nitrous Oxide, Rapacuronium.\n*   There is no medication information in the given text about **Thrombophlebitis**.\n\n**"
