Index,Question,Q_Disease,Q_Medical_Test,Q_Medication,Q_Symptom,Answer,A_Disease,A_Medical_Test,A_Medication,A_Symptom
4838,"Doctor, I've been experiencing lower body pain and my foot/toe feels stiff or tight. Any idea what it might be?",0.0,0.0,0.0,100.0,"Based on what you're telling me, it sounds like you might have scoliosis. Scoliosis can cause lower body pain and stiffness in the extremities due to the spine's abnormal curvature.",25.0,0.0,0.0,75.0
3457,"Doctor, I am experiencing an eyelid lesion or rash, diminished vision, and leg weakness. What could this be?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is possible that you have Blepharospasm. This is a neurological condition that causes abnormal contractions or twitching of the eyelid muscles. It can also lead to diminished vision and muscle weakness in other parts of the body.",0.0,16.666666666666664,16.666666666666664,66.66666666666666
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you might be suffering from omphalitis. To confirm the diagnosis, we will need to perform a complete physical skin exam, as well as culture the wound. In addition, we may need to perform an excision of the skin lesion if it is necessary. We may also need to conduct a rectal examination and wound care management, or other non-OR therapeutic procedures on the skin and breast if required.",14.285714285714285,85.71428571428571,0.0,0.0
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?",33.33333333333333,66.66666666666666,0.0,0.0,"It seems like you require wound care management, complete physical skin exam performed (ML), suturing of wound, traction; splints; and other wound care, excision (removal), debridement of wound; infection or burn and culture wound.",10.0,70.0,0.0,20.0
768,"Doctor, I have been experiencing difficulty in passing urine lately. It feels like something is blocking my bladder. What should I do?",0.0,0.0,0.0,100.0,"Based on your symptoms, we need to perform a series of medical tests to determine the cause of your bladder obstruction. We'll start with a urinalysis, rectal examination, and a prostate specific antigen measurement (Prostate specific antigen test). These tests will help us evaluate your condition. We may also need to perform an ultrasonography (Ultrasound) and other diagnostic procedures such as an interview or consultation. If necessary, we may have to insert a catheter into your urinary bladder or perform an excision (removal) to treat your condition.",0.0,100.0,0.0,0.0
1792,"Hi doctor, I've been feeling hot and cold lately along with some elbow cramps or spasms. I also feel like vomiting sometimes and have had seizures in the past. What could be the reason for these symptoms? ",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you could be suffering from cysticercosis, which is a parasitic infection caused by tapeworm eggs. It can affect different parts of the body and cause a range of symptoms, such as seizures, cramps, and vomiting. We'll need to run some tests to confirm the diagnosis and start treatment right away.",25.0,25.0,12.5,37.5
1906,"Doctor, I have been vomiting, my throat feels tight and I am experiencing incontinence of stool.",0.0,0.0,0.0,100.0,It seems like you may have a foreign body in your gastrointestinal tract.,100.0,0.0,0.0,0.0
4140,"Doctor, I am experiencing eye redness, a swollen eye, a headache, spots or clouds in vision, and pain in my eye. What could be causing these symptoms?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is possible that you have iridocyclitis. This is an inflammation of the iris and ciliary body inside the eye. I'll need to examine you further to confirm the diagnosis.",25.0,25.0,50.0,0.0
4932,"Doctor, I have this strange rash on my skin and I've noticed a few skin growths. What could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you may have seborrheic keratosis. It's a common condition where noncancerous growths appear on the skin.",50.0,0.0,0.0,50.0
218,I had an accident last night and I think I might have injured one of my internal organs. ,100.0,0.0,0.0,0.0," Okay, based on your symptoms it is important that we conduct a radiographic imaging procedure, hematologic tests (Blood test), Complete blood count (Cbc), X-ray computed tomography (Scan ct), Plain x-ray (X ray), Urinalysis, and possibly intravenous fluid replacement to properly diagnose and treat your condition.",0.0,100.0,0.0,0.0
4598,"Doctor, I've been experiencing some strange symptoms lately. I've been abusing alcohol a bit more than usual, and I've been experiencing delusions or hallucinations. I've been slurring my words, too, and I even fainted at work the other day. ",0.0,0.0,0.0,100.0,"It sounds like you might be experiencing drug poisoning due to medication. It's important to let me know what medications you've been taking, as some can be dangerous when mixed with alcohol. Let's get some tests done and figure out the best course of action for you.",0.0,40.0,20.0,40.0
1629,"Doctor, I've been having knee pain and heartburn lately.",0.0,0.0,0.0,100.0,"The knee pain may be due to an injury. Have you had any recent accidents or falls that could have affected your knee? As for your heartburn, it could be related to acid reflux or GERD.",14.285714285714285,0.0,0.0,85.71428571428571
5324,"Doctor, I have been experiencing burning chest pain, regurgitation, problems with the shape and size of my breast, and I'm also having some smoking-related problems. What could be wrong with me?",0.0,0.0,0.0,100.0,"It seems that you might be suffering from Mastectomy, which is the surgical removal of one or both breasts, usually as a treatment for breast cancer.",0.0,100.0,0.0,0.0
4465,"Doctor, I have been experiencing some symptoms lately. I have been abusing alcohol, feeling depressed, and having temper problems. I also have some fears and phobia. ",20.0,0.0,0.0,80.0,"Based on your symptoms, it seems like you may be experiencing Post-traumatic stress disorder (PTSD). Your low self-esteem could also be a result of this disorder.",50.0,0.0,0.0,50.0
3437,"Doctor, I've been experiencing sweating along with back pain, foot or toe weakness, and dizziness. What do you think could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, you might be experiencing vertebrobasilar insufficiency. I suggest we perform some tests to confirm the diagnosis and start a treatment plan.",0.0,66.66666666666666,0.0,33.33333333333333
1806,"Doctor, I have been experiencing vomiting, burning abdominal pain and sharp abdominal pain, what could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, you may be suffering from infectious gastroenteritis. It's an infection in the intestines caused by a virus or bacteria, which can lead to inflammation, diarrhea or nausea.",66.66666666666666,0.0,0.0,33.33333333333333
3680,"Doctor, I've been having pelvic pain and it's been bothering me a lot lately. What could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, you may be experiencing cervicitis, which is inflammation of the cervix. I recommend further evaluation to confirm the diagnosis and discuss treatment options with you.",40.0,60.0,0.0,0.0
4828,"Doctor, I have been experiencing cough, elbow cramps, excessive growth, low back weakness, and decreased appetite. What could this be?",0.0,0.0,0.0,100.0,"You might have Histoplasmosis. It's a fungal infection caused by inhaling spores of a fungus called Histoplasma capsulatum, which is found in soil and bird droppings. It can cause respiratory problems, joint pain, malaise, and weight loss.",11.11111111111111,0.0,11.11111111111111,77.77777777777779
2279,"Doctor, I have a plugged feeling in my ear and my hearing has diminished recently. Additionally, I've been biting my nails a lot and experiencing some emotional symptoms. I've also noticed some muscle swelling. What could be causing all these symptoms?",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have otosclerosis, which is a condition that affects the middle ear and can lead to hearing loss. The nailbiting and emotional symptoms could be related to the stress and anxiety that often accompany hearing loss. The muscle swelling is not typically associated with otosclerosis, but it may be worth further investigation to rule out any other underlying conditions.",0.0,12.5,0.0,87.5
54,"Doctor, I have been feeling very down and sad after giving birth to my baby. It's been a few weeks now and I just can't seem to shake it off. ",25.0,25.0,0.0,50.0,"I'm sorry to hear that. Based on the symptoms you've described, I would recommend a depression screen to see if you have postpartum depression. Additionally, we may need to do a pelvis exam and a urinalysis to make sure your physical health is in good shape. It's also important to examine your breast for any lactation problems. Mental health counseling can also help you cope with the emotional challenges of postpartum depression. Furthermore, it would be best to conduct an ultrasonography to check on your physical health, and a chlamydia test to rule out the possibility of a sexually transmitted disease.",14.285714285714285,71.42857142857143,0.0,14.285714285714285
1308,"Doctor, I broke my tooth and it's really hurting. What medication should I take?",50.0,0.0,0.0,50.0,"You'll need to take a combination of medications for your pain and to prevent any infection. I'll prescribe antibiotics like Penicillin or Clindamycin to prevent any bacterial infection. You'll also need pain relief medication like Bupivacaine and Benzocaine Topical which will help you in reducing the pain. Finally, I would recommend taking the Acellular Pertussis Vaccine (Adacel) to prevent pertussis infection.",0.0,0.0,100.0,0.0
3463,"Hi doctor, I've been experiencing leg cramps or spasms a lot lately. Any idea what could be causing it?",0.0,0.0,0.0,100.0,Leg cramps or spasms can be a symptom of metastatic cancer. Have you been diagnosed with cancer?,25.0,25.0,0.0,50.0
2788,"Doctor, I have been experiencing some strange symptoms lately, including focal weakness, depressive thoughts, and itching of my skin. Can you tell me what might be causing these symptoms? ",0.0,0.0,0.0,100.0,"It sounds like it could be poisoning due to antihypertensives. Some common symptoms of this condition include focal weakness, depressive or psychotic symptoms, and itching of the skin. We will need to perform a few tests to confirm the diagnosis and begin treatment right away.",14.285714285714285,28.57142857142857,0.0,57.14285714285714
2277,"Doctor, I have been experiencing some dizziness, weakness in my elbow and low back area, and my muscles have been swelling. Additionally, I am also having a plugged feeling in my ear. Can you please tell me what's wrong with me?",0.0,0.0,0.0,100.0,"You seem to be experiencing symptoms of Otosclerosis, a hearing disorder that affects the middle ear. It can cause a feeling of fullness or pressure in your ear and may affect your hearing ability as well. We can run some tests to confirm the diagnosis and develop an appropriate treatment plan for you.",0.0,42.857142857142854,0.0,57.14285714285714
1274,"Hi Doc, I've been experiencing knee pain for a while now and it hurts even more when I climb stairs or do any kind of physical activity.",0.0,0.0,0.0,100.0,"Based on your symptoms, it appears that you have chondromalacia of the patella. I would recommend taking medications such as Diclofenac, Celecoxib (Celebrex) or Meloxicam to reduce the inflammation and pain. You can also try using Triamcinolone Topical Product to ease the joint pain. Additionally, taking Glucosamine supplements may help to improve joint health in the long term. If the pain is severe, I can inject Bupivacaine, Ropivacaine, or Rocuronium to provide pain relief for a short period of time. However, Pramipexole (Mirapex) is not effective for this condition, and I would not recommend it for you.",10.0,0.0,90.0,0.0
1764,"Doctor, I've been experiencing Hemoptysis, Sharp abdominal pain, Side pain, Diarrhea, and Burning abdominal pain. What could be the reason for all these symptoms?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you might be having Acute pancreatitis. We need to run further tests to confirm the diagnosis. Please go for some blood tests and an abdominal ultrasound.",33.33333333333333,66.66666666666666,0.0,0.0
2758,"Doctor, I have a mouth ulcer and my gums are hurting a lot. What could be the reason for this?",0.0,0.0,0.0,100.0,It seems like you might be suffering from gum disease.,0.0,0.0,0.0,100.0
838,"Doctor, I have been feeling really down and hopeless since I had my baby. I think I might have postpartum depression.",33.33333333333333,0.0,0.0,66.66666666666666,"I'm sorry to hear that. Yes, postpartum depression is a common condition that affects some women after childbirth. I will prescribe you Sertraline (Zoloft) which is an antidepressant drug that can help alleviate the symptoms of postpartum depression.",25.0,25.0,50.0,0.0
760,"Hi Doctor, I've been having some behavioral issues lately. I get into a lot of fights and feel angry all the time. ",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may be suffering from conduct disorder. We need to conduct some medical tests to confirm the diagnosis. You will require mental health counseling and psychotherapy. Additionally, we need to conduct a toxicology screen and blood alcohol test. We also require psychological and psychiatric evaluation and therapy for you. Furthermore, an occupational therapy assessment to evaluate Speech therapy may be necessary. Finally, we need to conduct an Electroencephalogram (EEG) to understand your brain activity.",0.0,70.0,0.0,30.0
3113,"Doctor, I have been experiencing neck swelling, toothache, mouth pain, peripheral edema, and gum pain. What could be the issue?",0.0,0.0,0.0,100.0,"Based on your symptoms, you may be suffering from dental caries. This is a condition in which your tooth starts decaying, leading to pain, inflammation, and even swelling. You will need to undergo a dental examination to confirm the diagnosis and receive appropriate treatment.",14.285714285714285,28.57142857142857,0.0,57.14285714285714
793,I have been experiencing vaginal dryness and itching lately. It's making sex very uncomfortable.,0.0,0.0,0.0,100.0,"It sounds like you may have atrophic vaginitis. I recommend taking either Estrogens, Conjugated (USP) (Premarin) or estradiol to help with the dryness. We may also consider Betamethasone-Clotrimazole topical cream to help with the itching.",14.285714285714285,0.0,57.14285714285714,28.57142857142857
2941,"Hi doctor, I have been experiencing cramps and spasms in my lower abdomen for the past week. I also noticed a mass on my vulva, my menstruation has become very infrequent and I've been having unusual vaginal discharge. Additionally, I experienced some vaginal bleeding after menopause. What could be causing these symptoms?",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you may be suffering from endometrial cancer. We'll need to perform some tests to confirm this diagnosis. ",50.0,50.0,0.0,0.0
2818,"Doctor, I've been experiencing nausea, a headache, and a plugged feeling in my ear. What's wrong with me?",0.0,0.0,0.0,100.0,"Based on those symptoms, it sounds like you may have labyrinthitis.",0.0,100.0,0.0,0.0
4946,"Doctor, I have been experiencing symptoms like vaginal itching, painful urination, groin pain, vaginal discharge, and also I have some skin lesions. What could be the reason for these symptoms?",0.0,0.0,0.0,100.0,"Based on the symptoms, it seems like you might have contracted genital herpes.",100.0,0.0,0.0,0.0
2167,"Doctor, I have redness in my ear and my skin has an abnormal appearance. What could be wrong?",0.0,0.0,0.0,100.0,"Based on those symptoms, it appears that you may have a viral infection known as herpangina. It commonly causes blisters in the back of the throat and mouth, as well as skin rashes, including redness in the ear.",0.0,0.0,25.0,75.0
356,"Doctor, I fell off my bike and got an open wound on my cheek. What do I need to do?",100.0,0.0,0.0,0.0,"We need to suture your wound to close it up. Additionally, we need to do a radiographic imaging procedure to see if there is any damage to your bones or tissues. This will include a plain x-ray and a CT scan of your head. We also need to do wound care management to prevent infection. Lastly, we need to culture the wound to see if there is any bacterial infection.",0.0,100.0,0.0,0.0
3764,"Doctor, I have been experiencing some trouble with urination lately. I have to go very frequently and sometimes I even urinate involuntarily.",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems that you may have developed a urethral stricture. This is a condition where the urethra narrows, making it difficult for urine to pass through and causing symptoms like excessive urination at night and involuntary urination.",0.0,0.0,0.0,100.0
4393,"Hey doctor, I am experiencing some symptoms of eye, like blurred vision and dry eyes. Can you please tell me what could be the issue?",0.0,0.0,0.0,100.0,"These symptoms can be indicative of Thyroid Eye Disease, which is a hormone disorder that affects the muscles and tissues around the eyes, leading to inflammation and swelling.",40.0,0.0,20.0,40.0
1023," Hi doctor, I have been experiencing some discomfort and pain in my kidneys. I am concerned that I may have acute kidney injury. ",33.33333333333333,0.0,0.0,66.66666666666666,"Based on your symptoms, it is important to start treating your acute kidney injury immediately. To help manage your condition, you will need to take a combination of medications, including Allopurinol, Sodium Polystyrene Sulfonate (Kayexalate), Darbepoetin Alfa (Aranesp), Epoetin Alfa (Procrit), Sodium Bicarbonate, Calcitriol, Torsemide, Calcium Acetate, Norepinephrine, Repaglinide (Prandin), Ganciclovir, and Paricalcitol (Zemplar). These medications will help to alleviate your symptoms and promote healing in your kidneys.",6.666666666666667,6.666666666666667,80.0,6.666666666666667
3101,"Doctor, I have been experiencing impotence, heartburn, blood in stool, and leg swelling. What could be the reason for these symptoms?",0.0,0.0,0.0,100.0,These symptoms may be due to diabetic kidney disease. We need to do some tests to confirm the diagnosis.,33.33333333333333,66.66666666666666,0.0,0.0
646,"Doctor, I have been having trouble retracting my foreskin. It's painful and causing inflammation. What should I do?",0.0,33.33333333333333,0.0,66.66666666666666,"Based on your symptoms, you seem to have a condition called phimosis. We'll need to perform a complete physical skin exam before deciding the best course of action. In some cases, nonoperative urinary system measurements can help. However, if your condition is severe, we may need to perform an excision, with other diagnostic procedures as necessary. Additionally, we may need to perform procedures on your urethra, as well as ureteral catheterization. Before we proceed with any tests, we'll also need to perform ophthalmologic and otologic diagnosis and treatment.",0.0,88.88888888888889,0.0,11.11111111111111
4523,"Doctor, I have been experiencing a sharp pain in my lower abdomen. It's mostly around the suprapubic region. What could be the reason for this pain?",0.0,0.0,0.0,100.0,"Based on your description, it is likely that you are suffering from a condition called Pelvic inflammatory disease. It primarily affects the female reproductive system and can cause pain and discomfort in the lower abdomen.",0.0,33.33333333333333,0.0,66.66666666666666
2402,"Doctor, I have been feeling very depressed and sometimes I feel like I am losing my mind. I have also noticed that my breathing is shorter than usual and my movements feel restricted. Additionally, my feet and legs are swollen. What could be happening to me?",0.0,0.0,0.0,100.0,"It sounds like you may have developed poisoning due to antimicrobial drugs. The symptoms you are experiencing, such as depressive or psychotic symptoms, allergic reactions, shortness of breath, problems with movement, and peripheral edema, are all associated with this condition. We will need to run some tests to confirm the diagnosis and determine the best plan of action for your treatment.",16.666666666666664,0.0,0.0,83.33333333333334
5150,"Doctor, I have been experiencing shoulder pain. Could you tell me what might be causing it?",0.0,0.0,0.0,100.0,"It could be avascular necrosis, a condition where the bone tissue in your shoulder joint dies due to a lack of blood supply.",50.0,0.0,25.0,25.0
5067,"Doctor, I have noticed problems with the shape and size of my breast and there is also some swelling in my back. Can you tell me what is wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you have a fibroadenoma. It is a non-cancerous tumor that arises from the glandular tissue of the breast.",50.0,25.0,0.0,25.0
2963,"Doctor, I have been having some redness in my ear, facial pain, toothache, sore throat, and ear pain. What could be the issue?",0.0,0.0,0.0,100.0,"It sounds like you may be experiencing symptoms of temporomandibular joint disorder, also known as TMJ.",0.0,0.0,0.0,100.0
4730,"Doctor, I have been having some issues with my ear lately. There's always this constant ringing in my ear and I feel like there's fluid in my ear.",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you may be experiencing Eustachian tube dysfunction. Have you also been experiencing any allergic reactions or swollen/red tonsils?",0.0,0.0,0.0,100.0
1576,"Doctor, I've been experiencing suprapubic pain, groin mass, lack of growth, leg pain, and some emotional symptoms. What could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, you may have Turner syndrome. It is a genetic disorder that affects growth and development in females. It can cause a variety of symptoms such as those you mentioned, as well as short stature, heart and kidney problems, and infertility. I recommend we run some tests to confirm the diagnosis.",22.22222222222222,11.11111111111111,11.11111111111111,55.55555555555556
570,"Doctor, I have been experiencing fatigue, weakness, and jaundice. My family has a history of anemia and I think I might have it too.",20.0,20.0,0.0,60.0,"Based on your symptoms and family history, I recommend a few tests. We need to run some hematologic tests and a CBC to check your red blood cells' health. Also, we may need to check for any infections through blood culture. I don't think psychotherapy, corneal transplant, or procedures on the spleen are necessary in this case. Removal of an ectopic pregnancy is also not applicable.",25.0,75.0,0.0,0.0
376,"Doctor, I have been experiencing dizziness and a feeling of everything spinning around me. It's been happening for a few days now and I'm a bit worried.",0.0,0.0,0.0,100.0,"It sounds like you may have Benign paroxysmal positional vertical (BPPV). To confirm this, we will need to run a few medical tests. We will need to do a Radiographic imaging procedure and X-ray computed tomography (Scan ct) to examine your inner ear. We will also need to do Hematologic tests (Blood test), a Complete blood count (Cbc), Glucose measurement (Glucose level), and Kidney function tests (Kidney function test) to check for any underlying conditions that may be causing your symptoms. If we do find any additional issues, Intravenous fluid replacement may also be necessary.",12.5,87.5,0.0,0.0
5418,"Doctor, I have a big swollen lip and I have an open wound in my jaw. What could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you have an open wound of the jaw which may have resulted in the lip swelling.",0.0,0.0,0.0,100.0
1867,"Doctor, I have been experiencing sharp abdominal pain recently.",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may be suffering from a vaginal yeast infection.",100.0,0.0,0.0,0.0
2371,"Hi doctor, I'm experiencing some pain in my neck, shoulder, and arm. Do you have any idea what it could be?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you might be experiencing neuralgia. Neuralgia is a condition that causes pain along the path of a nerve, which can result in pain in the neck, shoulder, and arm.",20.0,0.0,0.0,80.0
654,"Doctor, I have been experiencing shortness of breath and chest pain. My doctor believes that I have pleural effusion. What tests do I need to take to confirm this diagnosis?",25.0,25.0,0.0,50.0,"Yes, the symptoms you described are consistent with pleural effusion. To confirm this diagnosis, we will need to perform a radiographic imaging procedure such as a plain x-ray. Additionally, we will need to run a few blood tests such as a complete blood count, glucose measurement and also kidney function tests. We may also want to perform an electrocardiogram to ensure your heart is functioning properly.",11.11111111111111,88.88888888888889,0.0,0.0
1908,"Doctor, I have been experiencing vomiting blood, incontinence of stool, and temper problems lately. What could be the problem?",0.0,0.0,0.0,100.0,"It seems like you have a foreign body in your gastrointestinal tract, which is causing these symptoms.",50.0,0.0,0.0,50.0
828,"Doctor, I think I may have a foreign object stuck in my vagina, and I'm experiencing discomfort.",50.0,0.0,0.0,50.0,"I'll prescribe you Levonorgestrel to prevent pregnancy, and Miconazole Topical Product to treat any potential infections caused by the foreign body. However, the other medications you've mentioned are not relevant to your condition.",33.33333333333333,0.0,66.66666666666666,0.0
3114,"Doctor, I have been experiencing gum pain and pain in my gums. What could be the problem?",0.0,0.0,0.0,100.0,"It sounds like you may have dental caries, which is a common dental problem where the teeth become decayed and can cause gum irritation and pain.",0.0,0.0,0.0,100.0
2278,"Doctor, I have been experiencing elbow cramps and weakness lately, along with some emotional symptoms. Can you tell me what's wrong with me? ",0.0,0.0,0.0,100.0,"It sounds like you may have mistaken your symptoms. Otosclerosis is a condition where there's an abnormal bone growth in the ear. Some symptoms of it include difficulty hearing, tinnitus, vertigo, and loss of balance. Your symptoms may point towards another issue, and I suggest you get a check-up done for a proper diagnosis.",16.666666666666664,16.666666666666664,0.0,66.66666666666666
3715,"I have this sore on my leg that just won't seem to heal, and the skin around it looks infected. What do you think it could be?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you might be suffering from a chronic ulcer. We can do some tests to confirm, but this can be caused by a variety of factors such as poor circulation, diabetes, or obesity.",25.0,0.0,25.0,50.0
5208,"Doctor, I have this lump in my throat and drainage in my throat. My tonsils are also swollen and my throat feels tight. I am also experiencing some apnea. What could be causing these symptoms?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you have tonsillitis.",0.0,0.0,0.0,100.0
2989,"Doctor, I've been experiencing side pain, back pain, and it hurts to breathe. Additionally, my bones are painful. Can you tell me what's going on?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you may have a fractured rib.",100.0,0.0,0.0,0.0
1333,"Doctor, I have been experiencing a tingling sensation and weakness in my arms and legs. I was just diagnosed with mononeuritis. What medication should I take?",0.0,0.0,16.666666666666664,83.33333333333334,"For your mononeuritis, I recommend starting with Tiagabine (Gabitril) to help with the nerve pain, and possibly also Flurbiprofen to reduce inflammation in the affected nerves.",20.0,0.0,40.0,40.0
3033,"Doctor, I have been experiencing vomiting blood, depressive symptoms, and sometimes even hostile behavior. What could be causing all this?",0.0,0.0,0.0,100.0,"Based on the symptoms you just described, it seems like you might be suffering from alcohol abuse. Have you been drinking excessively lately?",0.0,0.0,0.0,100.0
2911,"Hi Doctor, I've been experiencing some symptoms lately like pain in my eye, facial pain and a lump on my knee. Do you know what might be causing this? ",0.0,0.0,0.0,100.0,"Yes, based on the symptoms you have described, it's possible that you have chancroid.",0.0,0.0,100.0,0.0
1717,"Doctor, I've been coughing up sputum and experiencing sharp chest and abdominal pain. I've also noticed flushing and jaundice. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have a thoracic aortic aneurysm. This is a condition where the walls of the aorta weaken and bulge, which can lead to sharp pain in your chest and abdomen. The flushing and jaundice could be a sign that your liver is not getting enough blood due to the aneurysm. We need to do more tests to confirm the diagnosis.",16.666666666666664,33.33333333333333,0.0,50.0
2188,"Doctor, I have been feeling extremely tired and dizzy lately. I am also suffering from constipation and smoking problems. Additionally, I have been feeling very low and ache all over my body. What could be the reason for all of this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you might be suffering from protein deficiency.",100.0,0.0,0.0,0.0
5309,"Doctor, I have been experiencing sharp chest pain, leg pain, sweating, back pain, and cough. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may be suffering from pulmonary embolism, a potentially life-threatening condition where a blood clot forms in your lungs. I recommend you seek immediate medical attention.",66.66666666666666,0.0,0.0,33.33333333333333
